Results for:	RMS Wave Error vs. Field


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\US008203795_Example05P.zmx
Title:	US 8,203,795 Example 5 (Samsung 60mm F2.8 Macro ED SSA OIS)
Date:	11/7/2025 5:01:35 PM

0 message(s) in output.
RMS units are in waves.
Reference: Centroid.
Field units are in Millimeters.
1 series table(s) in output.

Table series: Field is oriented along the +y direction.
           Field            Poly          0.4861          0.5876          0.6563
  --------------  --------------  --------------  --------------  --------------
      0.00000000      0.75904343      0.13666490      0.57352196       1.1750898
      0.95000000      0.75610901      0.13474710      0.57015145       1.1700144
       1.9000000      0.74740251      0.12989105      0.56018675       1.1549235
       2.8500000      0.73323118      0.12514689      0.54407652       1.1302338
       3.8000000      0.71416927      0.12638149      0.52259817       1.0966770
       4.7500000      0.69117249      0.14129136      0.49691121       1.0553622
       5.7000000      0.66578548      0.17535629      0.46865159       1.0078776
       6.6500000      0.64049580      0.22995635      0.44008756      0.95644501
       7.6000000      0.61928752      0.30530778      0.41435358      0.90413763
       8.5500000      0.60835839      0.40305299      0.39573153      0.85515216
       9.5000000      0.61666361      0.52698903      0.38981196      0.81505620
       10.450000      0.65551373      0.68320179      0.40321208      0.79079924
       11.400000      0.73676747      0.88021541      0.44278954      0.79015943
       12.350000      0.87096228       1.1292670      0.51519564      0.82054452
       13.300000       1.0675703       1.4447346      0.62780173      0.88792152
       14.250000       1.3373083       1.8447657      0.79067879      0.99725509
