Surface,TypeName,Comment,Radius,Thickness,Material,SemiDiameter,Conic,A2,A4,A6,A8,A10,A12,A14,A16
0,Standard,,Inf,Inf,"",Inf,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,Standard,,77.9250000000002,2.78,"1.83,37.4",17.008,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,Standard,,84.5019999999999,0.5,"",16.209,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,Standard,,39.7210000000001,4.37,"1.92,20.9",15.326,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,Standard,,197.43,1.6,"1.52,52.1",14.537,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,Standard,,17.81,4.81,"",11.6,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,Standard,,29.847,6.23,"1.83,42.7",10.8,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,Standard,,-34.044,1.3,"1.76,27.5",10.434,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,Standard,,25.531,4.33,"",9.722,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9,Standard,,Inf,5.32,"",9.845,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,Standard,,-18.468,1.3,"1.69,31.2",9.969,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,Standard,,29.908,6.89,"1.73,54.7",11.836,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12,Standard,,-35.357,0.4,"",12.41,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,Even Asphere,,55.6110000000001,6.56,"1.74,49.3",13.2,0,0,-3.216e-06,-4.801e-09,2.164e-11,4.021e-14,0,0,0
14,Even Asphere,,-33.421,2.29,"",13.323,0,0,6.802e-06,-8.283e-09,3.717e-11,8.35e-15,0,0,0
15,Even Asphere,,2000,1.8,"1.74,49.3",11.662,0,0,4.716e-05,-2.777e-07,1.021e-09,-1.8e-12,0,0,0
16,Even Asphere,,51.269,12.12,"",11.1,0,0,5.477e-05,-2.745e-07,9.612e-10,-1.649e-12,0,0,0
17,Standard,,204.37,4.84,"1.88,40.1",14.313,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18,Standard,,-52.7900000000001,0.21,"",14.6,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19,Standard,,47.533,5.18,"1.83,42.7",14.682,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20,Standard,,-88.4879999999997,1.5,"1.65,33.8",14.458,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21,Standard,,30.586,18.13,"",13.464,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,Standard,,Inf,1.5,"1.52,64.2",16,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23,Standard,,Inf,0.8,"",16,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24,Standard,,Inf,Inf,"",14.2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
