Surface,TypeName,Comment,Radius,Thickness,Material,SemiDiameter,Conic,A2,A4,A6,A8,A10,A12,A14,A16
0,Standard,,Inf,0,,229.598439791225,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,Standard,,Inf,1087,,229.598439791225,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,Standard,,51.4192000000006,5.481,K5,13.6,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3,Standard,,-38.3318000000012,0.8433,LF5,13.6,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,Standard,,351.37030000003,18.974,,13,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,Standard,,Inf,23.51,,11.7,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,Standard,,175.685200000011,4.216,K5,12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,Standard,,-58.5617000000126,7.168,,12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,Standard,,-38.054600000004,1.581,LF5,12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9,Standard,,-90.0982000000152,62,,12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,Standard,,Inf,0,,22.9027100048036,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,Standard,,Inf,Inf,,22.9027100048036,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
