Results for:	RMS Wave Error vs. Field


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\US003549241_Example02P.zmx
Title:	US 3,549,241 Example 2 (Nikon Nikkor 20mm f/4)
Date:	11/7/2025 4:56:18 PM

0 message(s) in output.
RMS units are in waves.
Reference: Centroid.
Field units are in Millimeters.
1 series table(s) in output.

Table series: Field is oriented along the +y direction.
           Field            Poly          0.4861          0.5876          0.6563
  --------------  --------------  --------------  --------------  --------------
      0.00000000      0.63640583      0.82919984      0.60818387      0.39695988
       1.4400000      0.67406323      0.87112822      0.63822436      0.42255460
       2.8800000      0.78074075      0.99209516      0.72596551      0.49755004
       4.3200000      0.94368374       1.1816185      0.86577580      0.61771869
       5.7600000       1.1514778       1.4291731       1.0509811      0.77783448
       7.2000000       1.3954094       1.7257643       1.2746050      0.97198155
       8.6400000       1.6683043       2.0634240       1.5293804       1.1935894
       10.080000       1.9640106       2.4350123       1.8079994       1.4358026
       11.520000       2.2780388       2.8349438       2.1038951       1.6922775
       12.960000       2.6092549       3.2608543       2.4126378       1.9584663
       14.400000       2.9626169       3.7162560       2.7340986       2.2335534
       15.840000       3.3529740       4.2142925       3.0755971       2.5232692
       17.280000       3.8096241       4.7825422       3.4561367       2.8436949
       18.720000       4.3805327       5.4682656       3.9113216       3.2256894
       20.160000       5.1342574       6.3426006       4.4975421       3.7186038
       21.600000       6.1579318       7.5016061       5.2931666       4.3911690
