Results for:	RMS Wave Error vs. Field


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\JP2013-250290_Example01TCP.zmx
Title:	JP 2013-250290 Example 1 TC (Nikon AF-S Teleconverter TC800-1.25E ED)
Date:	11/7/2025 4:48:23 PM

0 message(s) in output.
RMS units are in waves.
Reference: Centroid.
Field units are in degrees.
1 series table(s) in output.

Table series: Field is oriented along the +y direction.
           Field            Poly          0.4861          0.5876          0.6563
  --------------  --------------  --------------  --------------  --------------
      0.00000000     0.010733452     0.014415460  2.2606308E-003     0.011519768
     0.083333333     0.011288398     0.014563042  2.3774215E-003     0.011320634
      0.16666667     0.012700656     0.014906344  2.6913813E-003     0.010768822
      0.25000000     0.014432463     0.015155439  3.0231348E-003  9.9930617E-003
      0.33333333     0.015963478     0.014870041  3.0060141E-003  9.2046599E-003
      0.41666667     0.016984302     0.013637160  2.3778420E-003  8.8206491E-003
      0.50000000     0.017843138     0.011986342  3.4850212E-003  9.8897960E-003
      0.58333333     0.020658519     0.014559324  9.6924634E-003     0.014224329
      0.66666667     0.029672411     0.027499107     0.021338569     0.023496245
      0.75000000     0.048517390     0.051854280     0.040218554     0.039300734
      0.83333333     0.079714138     0.089676169     0.069017670     0.063833224
      0.91666667      0.12651548      0.14500287      0.11127108      0.10011611
       1.0000000      0.19358507      0.22351243      0.17158168      0.15215509
       1.0833333      0.28727590      0.33276474      0.25595597      0.22520253
       1.1666667      0.41606789      0.48275681      0.37227591      0.32615511
       1.2500000      0.59125226      0.68675769      0.53095714      0.46412078
