Results for:	Relative Illumination Data


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\US20130148006_Example01P.zmx
Title:	US 2013/0148006 Example 1 (Panasonic Lumix G 14mm F2.5 II Asph)
Date:	11/7/2025 4:26:18 PM

0 message(s) in output.
Wavelength: 0.587562 µm
Field values are in Millimeters
Relative Illumination values are dimensionless.
1 series table(s) in output.

Table series: See program documentation for a discussion of Effective F/#.
         Y Field        Rel. Ill   Effective F/#
  --------------  --------------  --------------
      0.00000000      1.00000000       2.6486172
      0.51000000      0.99880963       2.6501951
       1.0200000      0.99523141       2.6549550
       1.5300000      0.98324821       2.6710844
       2.0400000      0.97462648       2.6828729
       2.5500000      0.95536138       2.7097883
       3.0600000      0.92443536       2.7547420
       3.5700000      0.88451776       2.8162157
       4.0800000      0.84755001       2.8769780
       4.5900000      0.81701010       2.9302555
       5.1000000      0.75796718       3.0422437
       5.6100000      0.72451734       3.1116791
       6.1200000      0.68408988       3.2023044
       6.6300000      0.63228731       3.3309029
       7.1400000      0.58823347       3.4533797
       7.6500000      0.55509971       3.5549517
       8.1600000      0.51590607       3.6875157
       8.6700000      0.46475537       3.8851428
       9.1800000      0.43023437       4.0380031
       9.6900000      0.39688279       4.2042455
       10.200000      0.34218419       4.5278208
