Field,Poly,0.4861,0.5876,0.6563
0.0,5.2432647,6.0598331,5.0359219,4.5159039
1.44,5.2405451,6.0566623,5.0333146,4.5135758
2.88,5.2324088,6.0471763,5.0255142,4.5066106
4.32,5.2189227,6.0314532,5.0125847,4.4950653
5.76,5.2001969,6.0096219,4.9946312,4.4790336
7.2,5.1763828,5.9818591,4.9717984,4.4586443
8.64,5.1476699,5.9483863,4.9442672,4.4340586
10.08,5.1142828,5.9094654,4.9122519,4.4054674
11.52,5.0764764,5.8653938,4.8759958,4.3730875
12.96,5.0345313,5.8164987,4.8357666,4.3371575
14.4,4.9887489,5.7631303,4.7918512,4.2979329
15.84,4.9394448,5.7056556,4.74455,4.2556817
17.28,4.886943,5.6444498,4.6941706,4.2106781
18.72,4.8315685,5.5798884,4.6410209,4.1631968
20.16,4.7736399,5.5123373,4.5854012,4.1135058
21.6,4.7134601,5.4421417,4.5275953,4.0618581
