Field,Poly,0.4861,0.5876,0.6563
0.0,1.6562049,2.4701117,1.383317,0.46263057
1.44,1.6021274,2.3975086,1.3275371,0.43143843
2.88,1.4758328,2.2090597,1.1985358,0.45110541
4.32,1.4090714,2.0146093,1.144153,0.74896428
5.76,1.6227931,2.0421928,1.4028722,1.3124467
7.2,2.2242786,2.5205069,2.0409,2.0689298
8.64,3.1397971,3.4485491,2.9575018,2.9831367
10.08,4.2790758,4.7011804,4.0703221,4.0306344
11.52,5.5821434,6.1790382,5.3289054,5.18812
12.96,7.0057003,7.816277,6.6956056,6.4313011
14.4,8.5138419,9.5642712,8.1377598,7.7351833
15.84,10.075777,11.384654,9.6264428,9.0756996
17.28,11.66757,13.249478,11.138595,10.432628
18.72,13.276743,15.145851,12.661634,11.794058
20.16,14.909497,17.084034,14.200502,13.162747
21.6,16.600376,19.108367,15.787057,14.56451
