Field,Poly,0.4861,0.5876,0.6563
0.0,0.60691228,0.85049027,0.58250065,0.20588067
1.44,0.60478718,0.84768876,0.58009747,0.20347912
2.88,0.59849434,0.83938575,0.57294721,0.19655835
4.32,0.58835018,0.82594538,0.56127975,0.18616512
5.76,0.57512489,0.80818369,0.54566426,0.17477523
7.2,0.56044827,0.78771609,0.52733284,0.1674955
8.64,0.54742995,0.76749305,0.50871123,0.17282058
10.08,0.54140998,0.75249387,0.49415712,0.19982796
11.52,0.55039996,0.75033259,0.49064309,0.25270976
12.96,0.58428134,0.77111779,0.50753047,0.33075187
14.4,0.65223818,0.82574429,0.55438002,0.43228645
15.84,0.76001932,0.92291508,0.63762736,0.55648706
17.28,0.90948227,1.0670352,0.75920419,0.70330375
18.72,1.1001908,1.2585685,0.91801683,0.87305467
20.16,1.3310541,1.4958229,1.1119797,1.0661109
21.6,1.6011123,1.7764354,1.3390504,1.282695
