Field,Poly,0.4861,0.5876,0.6563
0.0,0.0415,0.0301,0.0451,0.0471
0.066667,0.0416,0.0302,0.0452,0.0471
0.133333,0.0418,0.0305,0.0454,0.0473
0.2,0.0422,0.0311,0.0458,0.0475
0.266667,0.0427,0.0319,0.0463,0.0479
0.333333,0.0435,0.0331,0.0469,0.0484
0.4,0.0445,0.0345,0.0478,0.049
0.466667,0.0457,0.0363,0.0488,0.0498
0.533333,0.0471,0.0384,0.0501,0.0507
0.6,0.0489,0.0409,0.0517,0.0519
0.666667,0.0509,0.0437,0.0535,0.0533
0.733333,0.0533,0.047,0.0556,0.0549
0.8,0.056,0.0507,0.058,0.0568
0.866667,0.0591,0.0548,0.0608,0.059
0.933333,0.0625,0.0593,0.0639,0.0615
1.0,0.0663,0.0642,0.0674,0.0643
