Field,Poly,0.4861,0.5876,0.6563
0.0,0.061149013,0.10080643,0.0035539628,0.032296123
0.53333333,0.05285727,0.088021644,0.0093425,0.023227166
1.0666667,0.04414313,0.056485273,0.046235162,0.022119193
1.6,0.084687516,0.067388365,0.10788936,0.072601258
2.1333333,0.1685242,0.15875377,0.19419406,0.14890936
2.6666667,0.28199541,0.28966894,0.30511183,0.24776261
3.2,0.42231528,0.45242492,0.44060337,0.36875059
3.7333333,0.5887273,0.64562585,0.60062249,0.51173668
4.2666667,0.78092584,0.86881556,0.78511539,0.67663845
4.8,0.99873952,1.1217681,0.9940205,0.86338576
5.3333333,1.2420435,1.4043301,1.2272686,1.0719091
5.8666667,1.5107293,1.7163728,1.484783,1.3021356
6.4,1.8046929,2.0577745,1.7664795,1.5539875
6.9333333,2.1238289,2.428413,2.072267,1.8273815
7.4666667,2.4680287,2.8281624,2.4020475,2.1222287
8.0,2.8371788,3.2568915,2.7557161,2.4384345
