Field,Poly,0.5500
0.0,4.0312866,4.0312866
1.4,4.0133783,4.0133783
2.8,3.9642365,3.9642365
4.2,3.896718,3.896718
5.6,3.8289643,3.8289643
7.0,3.7787456,3.7787456
8.4,3.7554402,3.7554402
9.8,3.7520607,3.7520607
11.2,3.7413797,3.7413797
12.6,3.6796222,3.6796222
14.0,3.521616,3.521616
15.4,3.2639666,3.2639666
16.8,3.0774552,3.0774552
18.2,3.5535855,3.5535855
19.6,5.4342831,5.4342831
21.0,9.0334357,9.0334357
