Field,Poly,0.5500
0.0,0.73216158,0.73216158
1.6666667,0.65540975,0.65540975
3.3333333,0.55347142,0.55347142
5.0,0.86425179,0.86425179
6.6666667,1.6398374,1.6398374
8.3333333,2.7153929,2.7153929
10.0,4.0306271,4.0306271
11.666667,5.5488018,5.5488018
13.333333,7.227078,7.227078
15.0,9.0025816,9.0025816
16.666667,10.776116,10.776116
18.333333,12.385947,12.385947
20.0,13.56601,13.56601
21.666667,13.916889,13.916889
23.333333,13.387596,13.387596
25.0,19.261191,19.261191
