Field,Poly,0.4861,0.5876,0.6563
0.0,0.33947717,0.51365381,0.13000732,0.25493549
1.4426667,0.37622432,0.52200775,0.14908622,0.2558844
2.8853333,0.46246232,0.54393831,0.19045405,0.25651691
4.328,0.56074654,0.57200194,0.23226855,0.2512739
5.7706667,0.64784129,0.5986972,0.26299611,0.23391073
7.2133333,0.71304474,0.62098702,0.28039668,0.20200302
8.656,0.75569233,0.64497342,0.29498917,0.16983142
10.098667,0.78649338,0.6899148,0.33590922,0.19465658
11.541333,0.83001187,0.78583618,0.43923237,0.31966325
12.984,0.92192862,0.95952637,0.61999115,0.52202682
14.426667,1.0951349,1.2221077,0.87416339,0.78472064
15.869333,1.365825,1.5734851,1.1959199,1.1026363
17.312,1.7366708,2.0140889,1.5847104,1.476657
18.754667,2.2091757,2.5527507,2.0475984,1.9135426
20.197333,2.7919829,3.2103788,2.6009048,2.427367
21.64,3.5046662,4.021293,3.2713682,3.0408873
