Field,Poly,0.4861,0.5876,0.6563
0.0,2.7712058,3.3127637,2.8365593,2.0045631
1.44,2.7554398,3.2899696,2.788749,2.0431024
2.88,3.0525297,3.6086384,2.9735803,2.4680922
4.32,4.165773,4.8524284,3.9374268,3.6122022
5.76,5.9334068,6.8550788,5.5822674,5.2518412
7.2,7.8815339,9.0691066,7.4356607,7.0045941
8.64,9.6222087,11.046084,9.1034722,8.5587908
10.08,10.954952,12.571243,10.375503,9.7378032
11.52,11.993615,13.822424,11.337857,10.603966
12.96,13.327093,15.549635,12.528485,11.599338
14.4,15.930929,18.899106,14.879707,13.532433
15.84,20.538435,24.629588,19.131762,17.114418
17.28,27.181115,32.682868,25.350277,22.479172
18.72,35.518505,42.637799,33.216529,29.367935
20.16,45.346193,54.283713,42.518394,37.573013
21.6,56.792755,67.813271,53.353005,47.148427
