Field,Poly,0.4861,0.5876,0.6563
0.0,1.4759225,2.1982931,0.72018917,1.0880609
1.6,1.4860205,2.1926608,0.75285014,1.1155945
3.2,1.5183262,2.1778205,0.84744859,1.1968552
4.8,1.5784464,2.1600793,0.99698038,1.3286248
6.4,1.6743205,2.1502622,1.1955432,1.5073712
8.0,1.8143336,2.1636334,1.4398318,1.7302838
9.6,2.0054018,2.2186696,1.728417,1.9954651
11.2,2.2517667,2.3340524,2.060704,2.3016463
12.8,2.5548126,2.5244988,2.4362095,2.6478
14.4,2.9136166,2.7976378,2.8541674,3.0328263
16.0,3.3257432,3.1538164,3.3133788,3.4553742
17.6,3.7880097,3.5884408,3.8122753,3.913832
19.2,4.2972551,4.0951099,4.3492493,4.4065496
20.8,4.8513422,4.6685147,4.9233898,4.9324139
22.4,5.450752,5.3073019,5.5358731,5.491986
24.0,6.101247,6.0177415,6.1923957,6.0895327
