Field,Poly,0.4250,0.4500,0.4800,0.5100,0.5550,0.6000,0.8000,1.1000,1.5000
0.0,0.066285764,0.057082282,0.037402393,0.08305304,0.093219595,0.081728881,0.062890036,0.050481621,0.043973746,0.064671055
0.066666667,0.06635366,0.056886285,0.037578028,0.083220415,0.093374651,0.081863249,0.062996365,0.050429576,0.043939964,0.064718345
0.13333333,0.066559349,0.056299299,0.038106878,0.083723276,0.093840455,0.082267129,0.063316604,0.050274747,0.043839451,0.064860379
0.2,0.066908698,0.055324568,0.038994376,0.084563649,0.094618753,0.082942684,0.06385431,0.050021047,0.043674693,0.065097592
0.26666667,0.067411291,0.053967872,0.040248792,0.085744795,0.095712379,0.083893421,0.064615242,0.049675146,0.043449902,0.065430712
0.33333333,0.06808012,0.052238175,0.041880216,0.087271029,0.097125122,0.085124022,0.065607057,0.049246645,0.0431711,0.065860732
0.4,0.068931167,0.05014874,0.043899447,0.089147485,0.098861554,0.086640142,0.066838968,0.048748378,0.04284626,0.066388903
0.46666667,0.069982804,0.047718981,0.046316893,0.091379777,0.10092675,0.088448075,0.06832122,0.048196713,0.04248543,0.067016673
0.53333333,0.071255243,0.044977262,0.049141949,0.093973865,0.10332623,0.09055464,0.070064785,0.047612006,0.042100966,0.067745708
0.6,0.072769738,0.041965733,0.052382417,0.096935708,0.10606562,0.0929668,0.072080768,0.047018922,0.041707634,0.06857782
0.66666667,0.074547866,0.038748362,0.056044332,0.10027104,0.1091505,0.095691456,0.074380054,0.046446912,0.04132287,0.069514939
0.73333333,0.076610774,0.035424138,0.060132073,0.10398525,0.11258627,0.098735255,0.076972923,0.04593034,0.040966799,0.070559087
0.8,0.078978501,0.032149039,0.064648479,0.10808321,0.11637795,0.1021044,0.079868783,0.045508629,0.040662378,0.071712338
0.86666667,0.081669387,0.029168397,0.069595189,0.1125692,0.12053018,0.10580454,0.08307595,0.045225721,0.040435166,0.07297678
0.93333333,0.084699652,0.02685175,0.074972883,0.11744691,0.12504707,0.10984069,0.086601567,0.045129254,0.040313106,0.074354495
1.0,0.088083051,0.025686954,0.080781478,0.12271932,0.12993213,0.11421713,0.090451489,0.045268859,0.040325879,0.075847501
