Field,Poly,0.4861,0.5876,0.6563
0.0,1.0738,1.3139,0.9124,0.9489
1.6,1.0687,1.3065,0.9044,0.9408
3.2,1.0556,1.2864,0.8822,0.918
4.8,1.0408,1.2601,0.8514,0.8849
6.4,1.0362,1.24,0.8234,0.8504
8.0,1.059,1.2453,0.8168,0.8291
9.6,1.1296,1.301,0.8564,0.8426
11.2,1.2657,1.4314,0.965,0.9138
12.8,1.4767,1.6516,1.1531,1.0574
14.4,1.7609,1.9616,1.4166,1.2739
16.0,2.1062,2.3459,1.7417,1.5515
17.6,2.4861,2.7704,2.1025,1.8665
19.2,2.8467,3.167,2.4502,2.1749
20.8,3.0784,3.399,2.6875,2.3904
22.4,2.9649,3.1972,2.628,2.3456
24.0,2.3983,2.5077,2.2354,1.9505
