Field,Poly,0.4861,0.5876,0.6563
0.0,0.27113627,0.40642344,0.18716056,0.14260276
1.44,0.40360795,0.53001202,0.32609123,0.27102442
2.88,0.65224911,0.78818421,0.56242499,0.48039608
4.32,0.9190718,1.0798116,0.80845601,0.69752855
5.76,1.1815291,1.3728304,1.0495707,0.91271509
7.2,1.4331965,1.6569861,1.2827501,1.125252
8.64,1.6761722,1.9330715,1.5123258,1.3407874
10.08,1.9231988,2.2141072,1.7527185,1.5737478
11.52,2.2015352,2.5291331,2.031787,1.8497088
12.96,2.554306,2.9245504,2.3908869,2.2046192
14.4,3.0350475,3.458246,2.878413,2.6790075
15.84,3.6956378,4.1863559,3.5385941,3.3093415
17.28,4.5750971,5.1503641,4.402552,4.1215991
18.72,5.6963858,6.3725118,5.4861098,5.129585
20.16,7.071067,7.8600027,6.7928797,6.336826
21.6,8.7102193,9.6164963,8.3211993,7.7414771
