Field,Poly,0.4861,0.5876,0.6563
0.0,25.264,28.7746,22.6853,23.921
1.0,25.3522,28.6327,22.5727,23.9188
2.0,25.6363,28.2244,22.2555,23.9316
3.0,26.1713,27.6026,21.7959,24.0151
4.0,27.0356,26.8561,21.2999,24.2567
5.0,28.3131,26.1097,20.9163,24.7629
6.0,30.0721,25.5177,20.8246,25.6417
7.0,32.349,25.2477,21.2055,26.9802
8.0,35.141,25.4504,22.1958,28.8264
9.0,38.4092,26.2236,23.8486,31.1819
10.0,42.0884,27.5891,26.1288,34.0082
11.0,46.0995,29.4991,28.9411,37.2408
12.0,50.3617,31.8724,32.1709,40.8057
13.0,54.8054,34.6431,35.7183,44.6346
14.0,59.3866,37.8115,39.5243,48.6801
15.0,64.106,41.496,43.5944,52.9309
