Results for:	RMS Wave Error vs. Field


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\JP2015-096915_Example02P.zmx
Title:	JP 2015-096915 Example 2 (Zeiss Batis 1.8/85)
Date:	11/7/2025 4:48:34 PM

0 message(s) in output.
RMS units are in waves.
Reference: Centroid.
Field units are in Millimeters.
1 series table(s) in output.

Table series: Field is oriented along the +y direction.
           Field            Poly          0.4861          0.5876          0.6563
  --------------  --------------  --------------  --------------  --------------
      0.00000000      0.68828844      0.99638948      0.44041839      0.48421337
       1.4422000      0.70427166       1.0228422      0.46682937      0.46176463
       2.8844000      0.75702151       1.1022099      0.54656411      0.40208969
       4.3266000      0.85529732       1.2327672      0.67711147      0.33427805
       5.7688000       1.0015612       1.4085288      0.84885979      0.32129251
       7.2110000       1.1887585       1.6199419       1.0469830      0.41147995
       8.6532000       1.4057537       1.8583517       1.2557795      0.57093667
       10.095400       1.6453891       2.1229996       1.4634075      0.75602961
       11.537600       1.9121087       2.4300672       1.6674928      0.94893913
       12.979800       2.2293384       2.8243801       1.8820183       1.1528890
       14.422000       2.6483403       3.3971344       2.1453950       1.3892501
       15.864200       3.2681533       4.3249735       2.5332031       1.6973074
       17.306400       4.3049804       5.9813226       3.2007846       2.1550354
       18.748600       6.3254289       9.2621843       4.5444465       3.0004490
       20.190800       11.004446       16.634284       7.7148440       5.0514544
       21.633000       24.495738       37.029572       16.459017       10.987414
