Results for:	
File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\JP2015-096915_Example02P.zmx
Title:	JP 2015-096915 Example 2 (Zeiss Batis 1.8/85)
Date:	11/7/2025 5:26:46 PM

0 message(s) in output.
3 series table(s) in output.

Table series: Data for wavelength : 0.486133 µm.
   Y Angle (deg)       Tan Shift       Sag Shift     Real Height     Ref. Height      Distortion
  --------------  --------------  --------------  --------------  --------------  --------------
      0.00000000    -0.084861479    -0.084861479      0.00000000      0.00000000      0.00000000
      0.14292733    -0.084889099    -0.084886640      0.20699707      0.20699615  4.4419843E-004
      0.28585466    -0.084969859    -0.084962090      0.41400084      0.41399487  1.4415921E-003
      0.42878199    -0.085103484    -0.085087744      0.62101802      0.62099875  3.1036962E-003
      0.57170932    -0.085289519    -0.085263455      0.82805531      0.82801035  5.4301824E-003
      0.71463666    -0.085527326    -0.085489016       1.0351194       1.0350323  8.4206183E-003
      0.85756399    -0.085816087    -0.085764164       1.2422170       1.2420671     0.012074354
       1.0004913    -0.086154801    -0.086088576       1.4493548       1.4491173     0.016390690
       1.1434186    -0.086542287    -0.086461868       1.6565395       1.6561856     0.021368764
       1.2863460    -0.086977187    -0.086883599       1.8637778       1.8632745     0.027007575
       1.4292733    -0.087457960    -0.087353265       2.0710762       2.0703866     0.033305985
       1.5722006    -0.087982890    -0.087870304       2.2784415       2.2775246     0.040262715
       1.7151280    -0.088550083    -0.088434092       2.4858804       2.4846908     0.047876341
       1.8580553    -0.089157470    -0.089043945       2.6933994       2.6918880     0.056145296
       2.0009826    -0.089802806    -0.089699115       2.9010052       2.8991188     0.065067863
       2.1439100    -0.090483675    -0.090398794       3.1087044       3.1063857     0.074642173
       2.2868373    -0.091197489    -0.091142109       3.3165035       3.3136913     0.084866203
       2.4297646    -0.091941489    -0.091928126       3.5244092       3.5210382     0.095737773
       2.5726920    -0.092712752    -0.092755843       3.7324279       3.7284290      0.10725454
       2.7156193    -0.093508187    -0.093624196       3.9405663       3.9358663      0.11941398
       2.8585466    -0.094324543    -0.094532054       4.1488308       4.1433527      0.13221343
       3.0014740    -0.095158407    -0.095478220       4.3572279       4.3508908      0.14565002
       3.1444013    -0.096006210    -0.096461428       4.5657640       4.5584832      0.15972072
       3.2873286    -0.096864230    -0.097480344       4.7744457       4.7661325      0.17442230
       3.4302559    -0.097728595    -0.098533566       4.9832792       4.9738413      0.18975133
       3.5731833    -0.098595287    -0.099619619       5.1922710       5.1816122      0.20570421
       3.7161106    -0.099460146     -0.10073696       5.4014274       5.3894479      0.22227712
       3.8590379     -0.10031888     -0.10188396       5.6107547       5.5973509      0.23946601
       4.0019653     -0.10116705     -0.10305894       5.8202591       5.8053239      0.25726664
       4.1448926     -0.10200011     -0.10426013       6.0299469       6.0133695      0.27567454
       4.2878199     -0.10281339     -0.10548569       6.2398242       6.2214904      0.29468498
       4.4307473     -0.10360209     -0.10673368       6.4498972       6.4296891      0.31429302
