Results for:	RMS Wave Error vs. Field


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\JP1987-244010_Example02P.zmx
Title:	JP 1987-244010 Example 2 (Konica Minolta AF 100mm F2)
Date:	11/7/2025 4:47:47 PM

0 message(s) in output.
RMS units are in waves.
Reference: Centroid.
Field units are in Millimeters.
1 series table(s) in output.

Table series: Field is oriented along the +y direction.
           Field            Poly          0.4861          0.5876          0.6563
  --------------  --------------  --------------  --------------  --------------
      0.00000000       1.1171066       1.6742020      0.77851249      0.57857324
       1.4400000       1.1224404       1.6817861      0.78291264      0.57642007
       2.8800000       1.1379939       1.7036260      0.79538244      0.57037118
       4.3200000       1.1625100       1.7371157      0.81386019      0.56171348
       5.7600000       1.1941698       1.7783072      0.83529375      0.55278550
       7.2000000       1.2309777       1.8223952      0.85609252      0.54728477
       8.6400000       1.2712789       1.8642690      0.87264370      0.55064916
       10.080000       1.3144494       1.8991483      0.88196440      0.57026312
       11.520000       1.3618314       1.9234209      0.88270982      0.61504333
       12.960000       1.4179729       1.9359170      0.87693611      0.69423580
       14.400000       1.4920859       1.9399881      0.87312868      0.81617370
       15.840000       1.5992736       1.9468060      0.89036963      0.98806112
       17.280000       1.7606008       1.9798442      0.96039221       1.2167773
       18.720000       2.0011795       2.0785428       1.1204389       1.5098504
       20.160000       2.3468670       2.2958114       1.3987986       1.8760851
       21.600000       2.8218394       2.6857817       1.8101443       2.3258872
