Results for:	Listing of Longitudinal Aberration Data


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\JP2021-047297_Example01P.zmx
Title:	JP 2021-047297 Example 1 (Canon RF100mm F2.8 L Macro IS USM)
Date:	11/7/2025 3:49:02 PM

0 message(s) in output.
1 series table(s) in output.

Table series: Units are Millimeters.
      Rel. Pupil          0.4861          0.5876          0.6563
  --------------  --------------  --------------  --------------
      0.00000000     0.030969196 -2.7161130E-003     0.066371834
     0.010000000     0.030962195 -2.7330454E-003     0.066351399
     0.020000000     0.030934220 -2.8007400E-003     0.066269699
     0.030000000     0.030887694 -2.9134390E-003     0.066133668
     0.040000000     0.030822768 -3.0709548E-003     0.065943506
     0.050000000     0.030739651 -3.2730248E-003     0.065699497
     0.060000000     0.030638614 -3.5193117E-003     0.065402003
     0.070000000     0.030519985 -3.8094034E-003     0.065051469
     0.080000000     0.030384152 -4.1428137E-003     0.064648417
     0.090000000     0.030231561 -4.5189822E-003     0.064193453
      0.10000000     0.030062715 -4.9372750E-003     0.063687258
      0.11000000     0.029878176 -5.3969846E-003     0.063130595
      0.12000000     0.029678561 -5.8973310E-003     0.062524307
      0.13000000     0.029464544 -6.4374614E-003     0.061869314
      0.14000000     0.029236851 -7.0164515E-003     0.061166615
      0.15000000     0.028996267 -7.6333057E-003     0.060417286
      0.16000000     0.028743624 -8.2869579E-003     0.059622481
      0.17000000     0.028479809 -8.9762720E-003     0.058783431
      0.18000000     0.028205759 -9.7000430E-003     0.057901441
      0.19000000     0.027922460    -0.010456998     0.056977894
      0.20000000     0.027630944    -0.011245796     0.056014245
      0.21000000     0.027332291    -0.012065032     0.055012026
      0.22000000     0.027027624    -0.012913233     0.053972839
      0.23000000     0.026718109    -0.013788865     0.052898359
      0.24000000     0.026404950    -0.014690329     0.051790332
      0.25000000     0.026089392    -0.015615966     0.050650573
      0.26000000     0.025772716    -0.016564059     0.049480966
      0.27000000     0.025456233    -0.017532830     0.048283463
      0.28000000     0.025141289    -0.018520446     0.047060080
      0.29000000     0.024829255    -0.019525020     0.045812899
      0.30000000     0.024521528    -0.020544612     0.044544063
      0.31000000     0.024219528    -0.021577233     0.043255778
      0.32000000     0.023924691    -0.022620845     0.041950306
      0.33000000     0.023638470    -0.023673364     0.040629969
      0.34000000     0.023362328    -0.024732663     0.039297141
      0.35000000     0.023097733    -0.025796577     0.037954251
      0.36000000     0.022846160    -0.026862903     0.036603776
      0.37000000     0.022609076    -0.027929403     0.035248240
      0.38000000     0.022387945    -0.028993810     0.033890212
      0.39000000     0.022184217    -0.030053831     0.032532303
      0.40000000     0.021999323    -0.031107148     0.031177159
      0.41000000     0.021834670    -0.032151427     0.029827464
      0.42000000     0.021691636    -0.033184318     0.028485928
      0.43000000     0.021571560    -0.034203465     0.027155292
      0.44000000     0.021475736    -0.035206504     0.025838315
      0.45000000     0.021405406    -0.036191075     0.024537775
      0.46000000     0.021361753    -0.037154827     0.023256461
      0.47000000     0.021345888    -0.038095418     0.021997173
      0.48000000     0.021358845    -0.039010530     0.020762705
      0.49000000     0.021401571    -0.039897872     0.019555852
      0.50000000     0.021474911    -0.040755187     0.018379394
      0.51000000     0.021579602    -0.041580263     0.017236094
      0.52000000     0.021716259    -0.042370939     0.016128686
      0.53000000     0.021885363    -0.043125114     0.015059873
      0.54000000     0.022087246    -0.043840760     0.014032314
      0.55000000     0.022322077    -0.044515931     0.013048614
      0.56000000     0.022589852    -0.045148771     0.012111319
      0.57000000     0.022890369    -0.045737532     0.011222901
      0.58000000     0.023223217    -0.046280582     0.010385747
      0.59000000     0.023587757    -0.046776422  9.6021511E-003
      0.60000000     0.023983101    -0.047223697  8.8742963E-003
      0.61000000     0.024408092    -0.047621216  8.2042444E-003
      0.62000000     0.024861282    -0.047967964  7.5939198E-003
      0.63000000     0.025340910    -0.048263124  7.0450941E-003
      0.64000000     0.025844874    -0.048506093  6.5593695E-003
      0.65000000     0.026370706    -0.048696503  6.1381607E-003
      0.66000000     0.026915546    -0.048834245  5.7826757E-003
      0.67000000     0.027476108    -0.048919487  5.4938951E-003
      0.68000000     0.028048650    -0.048952704  5.2725507E-003
      0.69000000     0.028628940    -0.048934700  5.1191013E-003
      0.70000000     0.029212219    -0.048866640  5.0337082E-003
      0.71000000     0.029793162    -0.048750078  5.0162083E-003
      0.72000000     0.030365840    -0.048586986  5.0660848E-003
      0.73000000     0.030923669    -0.048379796  5.1824373E-003
      0.74000000     0.031459370    -0.048131429  5.3639483E-003
      0.75000000     0.031964915    -0.047845338  5.6088483E-003
      0.76000000     0.032431477    -0.047525550  5.9148780E-003
      0.77000000     0.032849367    -0.047176710  6.2792482E-003
      0.78000000     0.033207982    -0.046804126  6.6985964E-003
      0.79000000     0.033495731    -0.046413827  7.1689407E-003
      0.80000000     0.033699974    -0.046012612  7.6856303E-003
      0.81000000     0.033806942    -0.045608109  8.2432923E-003
      0.82000000     0.033801663    -0.045208841  8.8357751E-003
      0.83000000     0.033667874    -0.044824291  9.4560873E-003
      0.84000000     0.033387934    -0.044464974     0.010096333
      0.85000000     0.032942724    -0.044142515     0.010747639
      0.86000000     0.032311550    -0.043869729     0.011400086
      0.87000000     0.031472030    -0.043660714     0.012042620
      0.88000000     0.030399976    -0.043530940     0.012662972
      0.89000000     0.029069270    -0.043497357     0.013247564
      0.90000000     0.027451730    -0.043578497     0.013781405
      0.91000000     0.025516965    -0.043794598     0.014247990
      0.92000000     0.023232223    -0.044167725     0.014629183
      0.93000000     0.020562225    -0.044721904     0.014905092
      0.94000000     0.017468990    -0.045483270     0.015053937
      0.95000000     0.013911646    -0.046480220     0.015051908
      0.96000000  9.8462266E-003    -0.047743582     0.014873012
      0.97000000  5.2254610E-003    -0.049306790     0.014488905
      0.98000000 -1.4797962E-006    -0.051206080     0.013868718
      0.99000000 -5.8892009E-003    -0.053480702     0.012978861
       1.0000000    -0.012496371    -0.056173132     0.011782821
