Results for:	RMS Wave Error vs. Field


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\US003804494_Example01P.zmx
Title:	US 3,804,494 Example 1 (Olympus Zuiko Auto-T 200mm F5)
Date:	11/7/2025 4:56:54 PM

0 message(s) in output.
RMS units are in waves.
Reference: Centroid.
Field units are in Millimeters.
1 series table(s) in output.

Table series: Field is oriented along the +y direction.
           Field            Poly          0.4861          0.5876          0.6563
  --------------  --------------  --------------  --------------  --------------
      0.00000000      0.34660034      0.46229797      0.23384278      0.30330434
       1.4420000      0.35422332      0.46183963      0.23315090      0.30421136
       2.8840000      0.37597033      0.46047974      0.23107686      0.30692337
       4.3260000      0.40906131      0.45826685      0.22762993      0.31141587
       5.7680000      0.45020682      0.45529269      0.22284107      0.31765639
       7.2100000      0.49642184      0.45170862      0.21678826      0.32561518
       8.6520000      0.54530080      0.44774858      0.20963634      0.33527694
       10.094000      0.59498661      0.44375809      0.20169603      0.34665124
       11.536000      0.64404963      0.44022728      0.19350633      0.35977936
       12.978000      0.69137227      0.43782369      0.18593778      0.37473584
       14.420000      0.73606387      0.43741652      0.18028976      0.39162321
       15.862000      0.77740518      0.44007985      0.17830188      0.41055941
       17.304000      0.81481684      0.44706033      0.18194625      0.43165776
       18.746000      0.84784756      0.45970018      0.19294365      0.45500067
       20.188000      0.87618160      0.47932373      0.21223901      0.48060870
       21.630000      0.89966898      0.50712070      0.23984022      0.50840773
