Results for:	RMS Wave Error vs. Field


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\US003037426_Example01P.zmx
Title:	US 3,037,426 Example 1 (Kinoptik Tegea 5.7mm f/1.8)
Date:	11/7/2025 4:55:38 PM

0 message(s) in output.
RMS units are in waves.
Reference: Centroid.
Field units are in Millimeters.
1 series table(s) in output.

Table series: Field is oriented along the +y direction.
           Field            Poly          0.4861          0.5876          0.6563
  --------------  --------------  --------------  --------------  --------------
      0.00000000       2.6674534       2.4582267       2.8528679       2.6766003
      0.49333333       2.6959599       2.4702614       2.8633173       2.6859947
      0.98666667       2.7732490       2.5052674       2.8924100       2.7120330
       1.4800000       2.8779532       2.5600793       2.9336939       2.7485747
       1.9733333       2.9829220       2.6300002       2.9773826       2.7862717
       2.4666667       3.0622061       2.7100770       3.0115847       2.8136469
       2.9600000       3.0960285       2.7974814       3.0237900       2.8183085
       3.4533333       3.0751325       2.8954179       3.0028209       2.7884098
       3.9466667       3.0076098       3.0191439       2.9421283       2.7150172
       4.4400000       2.9326517       3.2044279       2.8467345       2.5972924
       4.9333333       2.9438253       3.5167691       2.7488131       2.4552415
       5.4266667       3.2041899       4.0556265       2.7381661       2.3591802
       5.9200000       3.9025479       4.9483437       2.9932946       2.4738066
       6.4133333       5.1754308       6.3417057       3.7430836       3.0396171
       6.9066667       7.1190888       8.4086123       5.1676992       4.2411454
       7.4000000       9.8619608       11.373246       7.4113462       6.1929379
