Results for:	RMS Wave Error vs. Field


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\US002645975_Example01P.zmx
Title:	US 2,645,975 Example 1 (Canon Serenar 35mm f3.2)
Date:	11/7/2025 4:55:20 PM

0 message(s) in output.
RMS units are in waves.
Reference: Centroid.
Field units are in Millimeters.
1 series table(s) in output.

Table series: Field is oriented along the +y direction.
           Field            Poly          0.4861          0.5876          0.6563
  --------------  --------------  --------------  --------------  --------------
      0.00000000      0.35425343      0.35523590      0.42112900      0.27008203
       1.4400000      0.40389870      0.41386124      0.46851894      0.31390540
       2.8800000      0.54572694      0.57869863      0.60476575      0.43874345
       4.3200000      0.76384498      0.82884944      0.81534419      0.63070459
       5.7600000       1.0371385       1.1397049       1.0799353      0.87187894
       7.2000000       1.3386898       1.4803078       1.3726078       1.1393622
       8.6400000       1.6361223       1.8131767       1.6623101       1.4055339
       10.080000       1.8926546       2.0955015       1.9138448       1.6390058
       11.520000       2.0683729       2.2806530       2.0890421       1.8057114
       12.960000       2.1225514       2.3210192       2.1488578       1.8707710
       14.400000       2.0214648       2.1780643       2.0602266       1.8044953
       15.840000       1.7724540       1.8689031       1.8250284       1.6076260
       17.280000       1.5775803       1.6843859       1.6088121       1.4229380
       18.720000       2.0990357       2.4545437       2.0109449       1.7724870
       20.160000       3.7599652       4.5215713       3.5205471       3.0958169
       21.600000       6.5597533       7.8744206       6.1496468       5.4109026
