Results for:	RMS Wave Error vs. Field


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\US003545845_Example01P.zmx
Title:	US 3,545,845 Example 1 (Ricoh smc Pentax 24mm F3.5)
Date:	11/7/2025 4:56:16 PM

0 message(s) in output.
RMS units are in waves.
Reference: Centroid.
Field units are in Millimeters.
1 series table(s) in output.

Table series: Field is oriented along the +y direction.
           Field            Poly          0.4861          0.5876          0.6563
  --------------  --------------  --------------  --------------  --------------
      0.00000000      0.73375898      0.97125804      0.70200905      0.42314047
       1.4400000      0.75185537      0.95985717      0.69208574      0.41430722
       2.8800000      0.80054639      0.92700380      0.66273679      0.38845083
       4.3200000      0.86685876      0.87784789      0.61592837      0.34863216
       5.7600000      0.93771922      0.82529607      0.55807638      0.30537935
       7.2000000       1.0058285      0.79778370      0.50786693      0.28949845
       8.6400000       1.0748184      0.84517623      0.50934504      0.35363883
       10.080000       1.1657881       1.0223569      0.62290121      0.52276427
       11.520000       1.3228687       1.3588482      0.87695816      0.79144185
       12.960000       1.6080038       1.8645252       1.2714498       1.1625989
       14.400000       2.0817587       2.5532289       1.8133676       1.6520189
       15.840000       2.7905322       3.4513127       2.5238103       2.2843333
       17.280000       3.7721924       4.5972567       3.4348311       3.0911325
       18.720000       5.0660299       6.0398801       4.5869833       4.1101421
       20.160000       6.7168016       7.8357706       6.0271614       5.3840101
       21.600000       8.7720286       10.042974       7.8039312       6.9565562
