Results for:	RMS Wave Error vs. Field


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\US20170242227_Example02P.zmx
Title:	US 2017/0242227 Example 2 (Panasonic Lumix G Vario 12-60mm F3.5-5.6 Asph Power OIS)
Date:	11/7/2025 5:14:33 PM

0 message(s) in output.
RMS units are in waves.
Reference: Centroid.
Field units are in Millimeters.
1 series table(s) in output.

Table series: Field is oriented along the +y direction.
           Field            Poly          0.4861          0.5876          0.6563
  --------------  --------------  --------------  --------------  --------------
      0.00000000      0.23450558      0.33292925      0.22337477     0.065118578
      0.66666667      0.23665404      0.33450846      0.22501675     0.066635401
       1.3333333      0.24286572      0.33907225      0.22989400     0.070979530
       2.0000000      0.25250214      0.34611467      0.23790235     0.077864949
       2.6666667      0.26469400      0.35485373      0.24897667     0.087557389
       3.3333333      0.27856379      0.36432820      0.26312119      0.10108633
       4.0000000      0.29333302      0.37347330      0.28014123      0.11944832
       4.6666667      0.30805721      0.38107708      0.29881175      0.14182311
       5.3333333      0.32104373      0.38588381      0.31565261      0.16390545
       6.0000000      0.33071226      0.38885320      0.32507298      0.17868618
       6.6666667      0.34380092      0.40341053      0.32670259      0.18638471
       7.3333333      0.39511223      0.47300510      0.34956271      0.22450135
       8.0000000      0.53037320      0.63987905      0.45261214      0.34659211
       8.6666667      0.68211410      0.81848471      0.58265082      0.47337159
       9.3333333      0.56596855      0.62623600      0.48195863      0.38287206
       10.000000       2.0388647       1.7111098       2.1591652       2.2053862
