Results for:	
File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\JP2015-041012_Example01P.zmx
Title:	JP 2015-041012 Example 1 (Sony Sonnar T* FE 35mm F2.8 ZA)
Date:	11/7/2025 5:26:43 PM

0 message(s) in output.
3 series table(s) in output.

Table series: Data for wavelength : 0.486133 µm.
   Y Angle (deg)       Tan Shift       Sag Shift     Real Height     Ref. Height      Distortion
  --------------  --------------  --------------  --------------  --------------  --------------
      0.00000000      0.42524173      0.42524173      0.00000000      0.00000000      0.00000000
      0.31640199      0.42528036      0.42522485      0.19603393      0.19603294  5.0453289E-004
      0.63280399      0.42539762      0.42517378      0.39208310      0.39207783  1.3438069E-003
      0.94920598      0.42558631      0.42508716      0.58816274      0.58814664  2.7370217E-003
       1.2656080      0.42583462      0.42496276      0.78428800      0.78425133  4.6758914E-003
       1.5820100      0.42612645      0.42479754      0.98047397      0.98040388  7.1489693E-003
       1.8984120      0.42644171      0.42458764       1.1767356       1.1766163     0.010141796
       2.2148140      0.42675682      0.42432852       1.3730877       1.3729005     0.013637087
       2.5312159      0.42704516      0.42401497       1.5695450       1.5692686     0.017614953
       2.8476179      0.42727774      0.42364123       1.7661220       1.7657326     0.022053148
       3.1640199      0.42742374      0.42320110       1.9628329       1.9623045     0.026927346
       3.4804219      0.42745127      0.42268802       2.1596920       2.1589965     0.032211433
       3.7968239      0.42732798      0.42209516       2.3567131       2.3558207     0.037877814
       4.1132259      0.42702180      0.42141559       2.5539098       2.5527892     0.043897730
       4.4296279      0.42650159      0.42064232       2.7512958       2.7499142     0.050241577
       4.7460299      0.42573781      0.41976848       2.9488843       2.9472079     0.056879219
       5.0624319      0.42470314      0.41878736       3.1466883       3.1446827     0.063780300
       5.3788339      0.42337302      0.41769257       3.3447209       3.3423507     0.070914538
       5.6952359      0.42172618      0.41647812       3.5429947       3.5402244     0.078252003
       6.0116379      0.41974504      0.41513849       3.7415222       3.7383161     0.085763376
       6.3280399      0.41741611      0.41366872       3.9403161       3.9366384     0.093420182
       6.6444419      0.41473019      0.41206451       4.1393884       4.1352038      0.10119500
       6.9608439      0.41168264      0.41032226       4.3387515       4.3340248      0.10906162
       7.2772459      0.40827338      0.40843910       4.5384176       4.5331141      0.11699524
       7.5936478      0.40450699      0.40641297       4.7383986       4.7324843      0.12497251
       7.9100498      0.40039258      0.40424264       4.9387067       4.9321484      0.13297169
       8.2264518      0.39594365      0.40192768       5.1393539       5.1321190      0.14097263
       8.5428538      0.39117784      0.39946855       5.3403522       5.3324092      0.14895683
       8.8592558      0.38611667      0.39686650       5.5417138       5.5330320      0.15690741
       9.1756578      0.38078511      0.39412365       5.7434507       5.7340005      0.16480909
       9.4920598      0.37521121      0.39124287       5.9455751       5.9353278      0.17264808
       9.8084618      0.36942556      0.38822784       6.1480992       6.1370273      0.18041201
       10.124864      0.36346085      0.38508291       6.3510354       6.3391122      0.18808979
       10.441266      0.35735126      0.38181315       6.5543962       6.5415961      0.19567148
       10.757668      0.35113189      0.37842420       6.7581939       6.7444926      0.20314811
       11.074070      0.34483817      0.37492229       6.9624412       6.9478152      0.21051150
       11.390472      0.33850527      0.37131410       7.1671507       7.1515779      0.21775406
       11.706874      0.33216747      0.36760675       7.3723353       7.3557944      0.22486857
       12.023276      0.32585755      0.36380769       7.5780077       7.5604788      0.23184797
       12.339678      0.31960618      0.35992463       7.7841808       7.7656453      0.23868510
       12.656080      0.31344139      0.35596547       7.9908675       7.9713081      0.24537248
       12.972482      0.30738797      0.35193824       8.1980809       8.1774816      0.25190206
       13.288884      0.30146694      0.34785098       8.4058338       8.3841804      0.25826496
       13.605286      0.29569509      0.34371171       8.6141391       8.5914190      0.26445125
       13.921688      0.29008450      0.33952834       8.8230097       8.7992123      0.27044968
       14.238090      0.28464215      0.33530860       9.0324585       9.0075753      0.27624742
       14.554492      0.27936960      0.33105998       9.2424979       9.2165230      0.28182986
       14.870894      0.27426264      0.32678967       9.4531406       9.4260708      0.28718039
       15.187296      0.26931115      0.32250452       9.6643988       9.6362340      0.29228010
       15.503698      0.26449888      0.31821096       9.8762846       9.8470283      0.29710767
       15.820100      0.25980344      0.31391500       10.088810       10.058469      0.30163910
       16.136502      0.25519631      0.30962217       10.301985       10.270573      0.30584757
       16.452904      0.25064294      0.30533751       10.515823       10.483356      0.30970323
       16.769306      0.24610299      0.30106553       10.730333       10.696834      0.31317310
       17.085708      0.24153064      0.29681026       10.945526       10.911023      0.31622088
       17.402110      0.23687504      0.29257519       11.161411       11.125941      0.31880690
       17.718512      0.23208085      0.28836332       11.377998       11.341604      0.32088798
       18.034914      0.22708894      0.28417719       11.595295       11.558030      0.32241738
       18.351316      0.22183717      0.28001889       11.813309       11.775235      0.32334475
       18.667718      0.21626132      0.27589012       12.032049       11.993237      0.32361613
       18.984120      0.21029613      0.27179227       12.251521       12.212055      0.32317393
       19.300522      0.20387650      0.26772647       12.471730       12.431705      0.32195695
       19.616924      0.19693871      0.26369364       12.692681       12.652206      0.31990048
       19.933326      0.18942187      0.25969467       12.914379       12.873578      0.31693634
       20.249728      0.18126938      0.25573042       13.136827       13.095837      0.31299300
       20.566130      0.17243043      0.25180191       13.360027       13.319005      0.30799572
       20.882532      0.16286168      0.24791042       13.583981       13.543099      0.30186668
       21.198934      0.15252888      0.24405759       13.808689       13.768139      0.29452519
       21.515336      0.14140850      0.24024562       14.034153       13.994145      0.28588786
       21.831738      0.12948936      0.23647736       14.260369       14.221137      0.27586881
       22.148140      0.11677419      0.23275647       14.487337       14.449136      0.26437991
       22.464542      0.10328111      0.22908760       14.715053       14.678163      0.25133099
       22.780944     0.089044916      0.22547652       14.943515       14.908237      0.23663010
       23.097346     0.074118248      0.22193029       15.172716       15.139382      0.22018374
       23.413748     0.058572479      0.21845736       15.402652       15.371617      0.20189709
       23.730150     0.042498341      0.21506780       15.633316       15.604966      0.18167420
       24.046552     0.026006224      0.21177334       15.864702       15.839451      0.15941821
