Results for:	RMS Wave Error vs. Field


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\US005822132_Example01P.zmx
Title:	US 5,822,132 Example 1 (Ricoh smc Pentax-FA 28mm F2.8 Soft)
Date:	11/7/2025 5:00:57 PM

0 message(s) in output.
RMS units are in waves.
Reference: Centroid.
Field units are in Millimeters.
1 series table(s) in output.

Table series: Field is oriented along the +y direction.
           Field            Poly          0.4861          0.5876          0.6563
  --------------  --------------  --------------  --------------  --------------
      0.00000000       25.136194       29.677769       23.969594       20.980309
       1.4400000       25.152534       29.697097       23.983166       20.991678
       2.8800000       25.199162       29.752411       24.021638       21.023764
       4.3200000       25.269035       29.835836       24.078389       21.070620
       5.7600000       25.350839       29.934709       24.142785       21.122697
       7.2000000       25.429620       30.032261       24.200764       21.167378
       8.6400000       25.487627       30.108544       24.235643       21.189715
       10.080000       25.505337       30.141559       24.229089       21.173316
       11.520000       25.462591       30.108506       24.162203       21.101347
       12.960000       25.339743       29.987072       24.016646       20.957567
       14.400000       25.118759       29.756632       23.775696       20.727322
       15.840000       24.784153       29.399297       23.425174       20.398418
       17.280000       24.323724       28.900713       22.954156       19.961828
       18.720000       23.729098       28.250655       22.355475       19.412192
       20.160000       22.996176       27.443564       21.626064       18.748180
       21.600000       22.125833       26.479438       20.767390       17.972876
