Results for:	RMS Wave Error vs. Field


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\US004908639_Example02_Tale32.zmx
Title:	Nikon AI AF DC Nikkor 135mm F2S (US 4,908,639 Example 2)
Date:	11/7/2025 5:00:22 PM

0 message(s) in output.
RMS units are in waves.
Reference: Centroid.
Field units are in Millimeters.
1 series table(s) in output.

Table series: Field is oriented along the +y direction.
           Field            Poly          0.4861          0.5876          0.6563
  --------------  --------------  --------------  --------------  --------------
      0.00000000       1.0018226       1.2858039      0.77251060      0.87228514
       1.4400000       1.0084739       1.2872544      0.77308090      0.87560750
       2.8800000       1.0285361       1.2919250      0.77548234      0.88630732
       4.3200000       1.0622968       1.3007483      0.78174071      0.90646560
       5.7600000       1.1101238       1.3151968      0.79504292      0.93915170
       7.2000000       1.1723362       1.3371582      0.81935210      0.98783148
       8.6400000       1.2490852       1.3687727      0.85876958       1.0556464
       10.080000       1.3402774       1.4122610      0.91675669       1.1447727
       11.520000       1.4455622       1.4698082      0.99550237       1.2560650
       12.960000       1.5643979       1.5435928       1.0957130       1.3890452
       14.400000       1.6962174       1.6360730       1.2168778       1.5421325
       15.840000       1.8407413       1.7506489       1.3578564       1.7129683
       17.280000       1.9985291       1.8928261       1.5176436       1.8987604
       18.720000       2.1719241       2.0719930       1.6963225       2.0966795
       20.160000       2.3666226       2.3038568       1.8963935       2.3044430
       21.600000       2.5941484       2.6133729       2.1247761       2.5213260
