Results for:	RMS Wave Error vs. Field


File:	C:\Users\User\OneDrive - Massachusetts Institute of Technology\Documents\MIT\Grad School\Classes\2.156\Lens Project\Prime Lenses\JP1989-031113_Example05P.zmx
Title:	JP 1989-031113 Example 5 (Nikon R-UW AF Nikkor 28mm f/2.8)
Date:	11/7/2025 4:47:51 PM

0 message(s) in output.
RMS units are in waves.
Reference: Centroid.
Field units are in Millimeters.
1 series table(s) in output.

Table series: Field is oriented along the +y direction.
           Field            Poly          0.4861          0.5876          0.6563
  --------------  --------------  --------------  --------------  --------------
      0.00000000       4.9132836       5.8331352       4.7507864       3.9781440
       1.4400000       4.9154800       5.8345260       4.7515763       3.9788573
       2.8800000       4.9209698       5.8375271       4.7530253       3.9802100
       4.3200000       4.9265197       5.8386949       4.7524230       3.9798836
       5.7600000       4.9269454       5.8325117       4.7454172       3.9741490
       7.2000000       4.9153781       5.8116874       4.7262293       3.9580395
       8.6400000       4.8835693       5.7675270       4.6878994       3.9255364
       10.080000       4.8221984       5.6903540       4.6225131       3.8697139
       11.520000       4.7212206       5.5700794       4.5214092       3.7828121
       12.960000       4.5705269       5.3973238       4.3755200       3.6563150
       14.400000       4.3618645       5.1663762       4.1764963       3.4814934
       15.840000       4.0948960       4.8836197       3.9207225       3.2520505
       17.280000       3.7955339       4.5907791       3.6224894       2.9741349
       18.720000       3.5657162       4.4210547       3.3529164       2.6994324
       20.160000       3.6749955       4.6832315       3.3270233       2.6109762
       21.600000       4.5517660       5.8244994       3.9504934       3.0918801
