Rel. Pupil,0.4861,0.5876,0.6563
0.00000000 -7.3317388E-003,9.1607284E-003,0.032967548,
0.010000000 -7.3331675E-003,9.1586795E-003,0.032965359,
0.020000000 -7.3388800E-003,9.1504859E-003,0.032956607,
0.030000000 -7.3483936E-003,9.1368366E-003,0.032942025,
0.040000000 -7.3616971E-003,9.1177417E-003,0.032921625,
0.050000000 -7.3787751E-003,9.0932156E-003,0.032895419,
0.060000000 -7.3996077E-003,9.0632763E-003,0.032863427,
0.070000000 -7.4241706E-003,9.0279463E-003,0.032825669,
0.080000000 -7.4524351E-003,8.9872518E-003,0.032782171,
0.090000000 -7.4843678E-003,8.9412235E-003,0.032732964,
0.10000000 -7.5199312E-003,8.8898958E-003,0.032678080,
0.11000000 -7.5590831E-003,8.8333074E-003,0.032617557,
0.12000000 -7.6017770E-003,8.7715010E-003,0.032551437,
0.13000000 -7.6479617E-003,8.7045235E-003,0.032479766,
0.14000000 -7.6975816E-003,8.6324260E-003,0.032402593,
0.15000000 -7.7505765E-003,8.5552634E-003,0.032319972,
0.16000000 -7.8068820E-003,8.4730952E-003,0.032231960,
0.17000000 -7.8664286E-003,8.3859847E-003,0.032138620,
0.18000000 -7.9291427E-003,8.2939997E-003,0.032040017,
0.19000000 -7.9949458E-003,8.1972118E-003,0.031936222,
0.20000000 -8.0637549E-003,8.0956973E-003,0.031827308,
0.21000000 -8.1354825E-003,7.9895364E-003,0.031713353,
0.22000000 -8.2100361E-003,7.8788136E-003,0.031594440,
0.23000000 -8.2873187E-003,7.7636177E-003,0.031470656,
0.24000000 -8.3672287E-003,7.6440420E-003,0.031342090,
0.25000000 -8.4496596E-003,7.5201839E-003,0.031208839,
0.26000000 -8.5345001E-003,7.3921451E-003,0.031071000,
0.27000000 -8.6216341E-003,7.2600319E-003,0.030928677,
0.28000000 -8.7109407E-003,7.1239549E-003,0.030781978,
0.29000000 -8.8022942E-003,6.9840290E-003,0.030631015,
0.30000000 -8.8955639E-003,6.8403739E-003,0.030475904,
0.31000000 -8.9906140E-003,6.6931133E-003,0.030316766,
0.32000000 -9.0873040E-003,6.5423760E-003,0.030153725,
0.33000000 -9.1854882E-003,6.3882948E-003,0.029986911,
0.34000000 -9.2850158E-003,6.2310074E-003,0.029816457,
0.35000000 -9.3857310E-003,6.0706561E-003,0.029642503,
0.36000000 -9.4874726E-003,5.9073881E-003,0.029465190,
0.37000000 -9.5900746E-003,5.7413545E-003,0.029284667,
0.38000000 -9.6933655E-003,5.5727119E-003,0.029101085,
0.39000000 -9.7971684E-003,5.4016215E-003,0.028914600,
0.40000000 -9.9013011E-003,5.2282492E-003,0.028725375,
0.41000000,-0.010005576,5.0527658E-003,0.028533574
0.42000000,-0.010109801,4.8753470E-003,0.028339369
0.43000000,-0.010213776,4.6961736E-003,0.028142935
0.44000000,-0.010317297,4.5154311E-003,0.027944452
0.45000000,-0.010420156,4.3333104E-003,0.027744105
0.46000000,-0.010522136,4.1500072E-003,0.027542085
0.47000000,-0.010623016,3.9657224E-003,0.027338585
0.48000000,-0.010722568,3.7806623E-003,0.027133807
0.49000000,-0.010820561,3.5950382E-003,0.026927956
0.50000000,-0.010916755,3.4090667E-003,0.026721240
0.51000000,-0.011010906,3.2229701E-003,0.026513877
0.52000000,-0.011102761,3.0369758E-003,0.026306085
0.53000000,-0.011192063,2.8513166E-003,0.026098091
0.54000000,-0.011278550,2.6662312E-003,0.025890127
0.55000000,-0.011361951,2.4819636E-003,0.025682427
0.56000000,-0.011441990,2.2987636E-003,0.025475235
0.57000000,-0.011518383,2.1168867E-003,0.025268797
0.58000000,-0.011590842,1.9365942E-003,0.025063366
0.59000000,-0.011659071,1.7581532E-003,0.024859202
0.60000000,-0.011722765,1.5818368E-003,0.024656567
0.61000000,-0.011781616,1.4079241E-003,0.024455732
0.62000000,-0.011835307,1.2367004E-003,0.024256972
0.63000000,-0.011883513,1.0684569E-003,0.024060570
0.64000000,-0.011925904,9.0349135E-004,0.023866812
0.65000000,-0.011962141,7.4210733E-004,0.023675992
0.66000000,-0.011991879,5.8461526E-004,0.023488409
0.67000000,-0.012014764,4.3133186E-004,0.023304370
0.68000000,-0.012030435,2.8258045E-004,0.023124186
0.69000000,-0.012038524,1.3869094E-004,0.022948175
0.70000000,-0.012038655,3.1557044E-014,0.022776662
0.71000000,-0.012030443 -1.3314889E-004,0.022609978,
0.72000000,-0.012013495 -2.6040534E-004,0.022448460,
0.73000000,-0.011987412 -3.8141196E-004,0.022292453,
0.74000000,-0.011951783 -4.9580428E-004,0.022142307,
0.75000000,-0.011906191 -6.0321061E-004,0.021998381,
0.76000000,-0.011850211 -7.0325200E-004,0.021861038,
0.77000000,-0.011783407 -7.9554210E-004,0.021730650,
0.78000000,-0.011705336 -8.7968705E-004,0.021607595,
0.79000000,-0.011615544 -9.5528542E-004,0.021492260,
0.80000000,-0.011513570 -1.0219281E-003,0.021385036,
0.81000000,-0.011398942 -1.0791980E-003,0.021286325,
0.82000000,-0.011271180 -1.1266705E-003,0.021196533,
0.83000000,-0.011129792 -1.1639124E-003,0.021116076,
0.84000000,-0.010974278 -1.1904829E-003,0.021045375,
0.85000000,-0.010804129 -1.2059326E-003,0.020984863,
0.86000000,-0.010618822 -1.2098037E-003,0.020934975,
0.87000000,-0.010417828 -1.2016302E-003,0.020896159,
0.88000000,-0.010200604 -1.1809372E-003,0.020868869,
0.89000000 -9.9665982E-003 -1.1472411E-003,0.020853565,,
0.90000000 -9.7152477E-003 -1.1000495E-003,0.020850720,,
0.91000000 -9.4459779E-003 -1.0388611E-003,0.020860810,,
0.92000000 -9.1582030E-003 -9.6316519E-004,0.020884324,,
0.93000000 -8.8513255E-003 -8.7244195E-004,0.020921755,,
0.94000000 -8.5247370E-003 -7.6616237E-004,0.020973609,,
0.95000000 -8.1778163E-003 -6.4378761E-004,0.021040399,,
0.96000000 -7.8099301E-003 -5.0476930E-004,0.021122644,,
0.97000000 -7.4204330E-003 -3.4854924E-004,0.021220877,,
0.98000000 -7.0086667E-003 -1.7455930E-004,0.021335637,,
0.99000000 -6.5739601E-003,1.7778735E-005,0.021467471,
1.0000000 -6.1156288E-003,2.2905331E-004,0.021616939,
