Rel. Pupil,0.5580,0.4830,0.6340,0.4330,0.6850
0.00000000,-0.19340358,-0.22888474,-0.055771458,-0.046733045,0.071258265
0.010000000,-0.19337734,-0.22885687,-0.055746658,-0.046704055,0.071282301
0.020000000,-0.19327239,-0.22874537,-0.055647443,-0.046588088,0.071378461
0.030000000,-0.19309742,-0.22855951,-0.055482033,-0.046394785,0.071538782
0.040000000,-0.19285236,-0.22829923,-0.055250350,-0.046124109,0.071763347
0.050000000,-0.19253712,-0.22796445,-0.054952283,-0.045776009,0.072052270
0.060000000,-0.19215158,-0.22755508,-0.054587694,-0.045350420,0.072405698
0.070000000,-0.19169558,-0.22707100,-0.054156411,-0.044847260,0.072823813
0.080000000,-0.19116894,-0.22651206,-0.053658231,-0.044266436,0.073306826
0.090000000,-0.19057146,-0.22587812,-0.053092922,-0.043607841,0.073854982
0.10000000,-0.18990290,-0.22516899,-0.052460222,-0.042871352,0.074468557
0.11000000,-0.18916302,-0.22438446,-0.051759838,-0.042056836,0.075147860
0.12000000,-0.18835151,-0.22352432,-0.050991446,-0.041164145,0.075893230
0.13000000,-0.18746808,-0.22258834,-0.050154696,-0.040193119,0.076705037
0.14000000,-0.18651238,-0.22157624,-0.049249205,-0.039143587,0.077583684
0.15000000,-0.18548405,-0.22048775,-0.048274565,-0.038015366,0.078529601
0.16000000,-0.18438272,-0.21932258,-0.047230336,-0.036808263,0.079543251
0.17000000,-0.18320797,-0.21808041,-0.046116054,-0.035522074,0.080625124
0.18000000,-0.18195936,-0.21676091,-0.044931226,-0.034156585,0.081775741
0.19000000,-0.18063645,-0.21536374,-0.043675331,-0.032711574,0.082995650
0.20000000,-0.17923875,-0.21388853,-0.042347823,-0.031186810,0.084285429
0.21000000,-0.17776577,-0.21233491,-0.040948131,-0.029582055,0.085645681
0.22000000,-0.17621698,-0.21070248,-0.039475658,-0.027897065,0.087077037
0.23000000,-0.17459184,-0.20899085,-0.037929783,-0.026131590,0.088580155
0.24000000,-0.17288980,-0.20719958,-0.036309861,-0.024285373,0.090155717
0.25000000,-0.17111027,-0.20532826,-0.034615225,-0.022358156,0.091804430
0.26000000,-0.16925266,-0.20337645,-0.032845185,-0.020349677,0.093527026
0.27000000,-0.16731636,-0.20134368,-0.030999029,-0.018259672,0.095324260
0.28000000,-0.16530072,-0.19922951,-0.029076027,-0.016087876,0.097196909
0.29000000,-0.16320511,-0.19703346,-0.027075426,-0.013834024,0.099145771
0.30000000,-0.16102887,-0.19475507,-0.024996458,-0.011497853,0.10117167
0.31000000,-0.15877132,-0.19239385,-0.022838334 -9.0791049E-003,0.10327543,
0.32000000,-0.15643178,-0.18994932,-0.020600250 -6.5775221E-003,0.10545793,
0.33000000,-0.15400955,-0.18742099,-0.018281387 -3.9928545E-003,0.10772004,
0.34000000,-0.15150393,-0.18480837,-0.015880910 -1.3248585E-003,0.11006264,
0.35000000,-0.14891420,-0.18211097,-0.013397971,1.4267013E-003,0.11248665
0.36000000,-0.14623964,-0.17932831,-0.010831709,4.2620501E-003,0.11499299
0.37000000,-0.14347953,-0.17645990 -8.1812542E-003,7.1814020E-003,0.11758259,
0.38000000,-0.14063312,-0.17350524 -5.4457248E-003,0.010184958,0.12025641,
0.39000000,-0.13769968,-0.17046387 -2.6242316E-003,0.013272904,0.12301540,
0.40000000,-0.13467848,-0.16733532,2.8412182E-004,0.016445410,0.12586053
0.41000000,-0.13156878,-0.16411912,3.2802377E-003,0.019702626,0.12879278
0.42000000,-0.12836983,-0.16081481,6.3650223E-003,0.023044684,0.13181313
0.43000000,-0.12508091,-0.15742197,9.5393845E-003,0.026471693,0.13492257
0.44000000,-0.12170129,-0.15394016,0.012804234,0.029983736,0.13812208
0.45000000,-0.11823023,-0.15036897,0.016160482,0.033580872,0.14141267
0.46000000,-0.11466704,-0.14670800,0.019609033,0.037263130,0.14479533
0.47000000,-0.11101099,-0.14295689,0.023150796,0.041030511,0.14827106
0.48000000,-0.10726141,-0.13911529,0.026786660,0.044882974,0.15184083
0.49000000,-0.10341760,-0.13518287,0.030517518,0.048820452,0.15550565
0.50000000,-0.099478910,-0.13115932,0.034344252,0.052842837,0.15926648
0.51000000,-0.095444689,-0.12704438,0.038267729,0.056949979,0.16312429
0.52000000,-0.091314312,-0.12283780,0.042288806,0.061141687,0.16708006
0.53000000,-0.087087178,-0.11853939,0.046408320,0.065417722,0.17113472
0.54000000,-0.082762703,-0.11414896,0.050627094,0.069777796,0.17528920
0.55000000,-0.078340345,-0.10966639,0.054945933,0.074221574,0.17954443
