Rel. Pupil,0.4861,0.5876,0.6563
0.00000000 -2.0127016E-003,7.0320599E-004,0.032200407,
0.010000000 -2.0064263E-003,7.1043519E-004,0.032208939,
0.020000000 -1.9813577E-003,7.3931737E-004,0.032243033,
0.030000000 -1.9396934E-003,7.8733123E-004,0.032299731,
0.040000000 -1.8816081E-003,8.5429240E-004,0.032378846,
0.050000000 -1.8073459E-003,9.3994327E-004,0.032480116,
0.060000000 -1.7172197E-003,1.0439536E-003,0.032603205,
0.070000000 -1.6116104E-003,1.1659210E-003,0.032747704,
0.080000000 -1.4909663E-003,1.3053720E-003,0.032913132,
0.090000000 -1.3558018E-003,1.4617630E-003,0.033098937,
0.10000000 -1.2066963E-003,1.6344813E-003,0.033304494,
0.11000000 -1.0442931E-003,1.8228464E-003,0.033529113,
0.12000000 -8.6929762E-004,2.0261117E-003,0.033772034,
0.13000000 -6.8247584E-004,2.2434655E-003,0.034032431,
0.14000000 -4.8465253E-004,2.4740336E-003,0.034309414,
0.15000000 -2.7670919E-004,2.7168807E-003,0.034602033,
0.16000000 -5.9581981E-005,2.9710124E-003,0.034909274,
0.17000000,1.6574069E-004,3.2353780E-003,0.035230068
0.18000000,3.9822063E-004,3.5088723E-003,0.035563289
0.19000000,6.3677256E-004,3.7903386E-003,0.035907760
0.20000000,8.8026701E-004,4.0785716E-003,0.036262252
0.21000000,1.1275334E-003,4.3723200E-003,0.036625489
0.22000000,1.3773633E-003,4.6702900E-003,0.036996151
0.23000000,1.6285139E-003,4.9711486E-003,0.037372880
0.24000000,1.8797120E-003,5.2735273E-003,0.037754278
0.25000000,2.1296576E-003,5.5760257E-003,0.038138915
0.26000000,2.3770283E-003,5.8772161E-003,0.038525332
0.27000000,2.6204839E-003,6.1756472E-003,0.038912045
0.28000000,2.8586707E-003,6.4698491E-003,0.039297550
0.29000000,3.0902271E-003,6.7583381E-003,0.039680329
0.30000000,3.3137886E-003,7.0396220E-003,0.040058851
0.31000000,3.5279934E-003,7.3122050E-003,0.040431583
0.32000000,3.7314885E-003,7.5745944E-003,0.040796990
0.33000000,3.9229360E-003,7.8253056E-003,0.041153548
0.34000000,4.1010194E-003,8.0628696E-003,0.041499742
0.35000000,4.2644511E-003,8.2858388E-003,0.041834080
0.36000000,4.4119793E-003,8.4927948E-003,0.042155097
0.37000000,4.5423960E-003,8.6823555E-003,0.042461362
0.38000000,4.6545449E-003,8.8531828E-003,0.042751484
0.39000000,4.7473299E-003,9.0039913E-003,0.043024127
0.40000000,4.8197238E-003,9.1335560E-003,0.043278010
0.41000000,4.8707775E-003,9.2407216E-003,0.043511920
0.42000000,4.8996297E-003,9.3244119E-003,0.043724722
0.43000000,4.9055162E-003,9.3836383E-003,0.043915366
0.44000000,4.8877803E-003,9.4175105E-003,0.044082898
0.45000000,4.8458831E-003,9.4252456E-003,0.044226468
0.46000000,4.7794138E-003,9.4061789E-003,0.044345342
0.47000000,4.6881005E-003,9.3597735E-003,0.044438912
0.48000000,4.5718210E-003,9.2856309E-003,0.044506704
0.49000000,4.4306133E-003,9.1835011E-003,0.044548392
0.50000000,4.2646862E-003,9.0532930E-003,0.044563803
0.51000000,4.0744301E-003,8.8950841E-003,0.044552932
0.52000000,3.8604265E-003,8.7091301E-003,0.044515948
0.53000000,3.6234581E-003,8.4958741E-003,0.044453203
0.54000000,3.3645177E-003,8.2559554E-003,0.044365243
0.55000000,3.0848173E-003,7.9902178E-003,0.044252814
0.56000000,2.7857930E-003,7.6997141E-003,0.044116869
0.57000000,2.4691136E-003,7.3857145E-003,0.043958573
0.58000000,2.1366843E-003,7.0497095E-003,0.043779308
0.59000000,1.7906495E-003,6.6934126E-003,0.043580675
0.60000000,1.4333938E-003,6.3187611E-003,0.043364494
0.61000000,1.0675412E-003,5.9279146E-003,0.043132805
0.62000000,6.9595052E-004,5.5232504E-003,0.042887860
0.63000000,3.2170887E-004,5.1073571E-003,0.042632119
0.64000000 -5.1878880E-005,4.6830239E-003,0.042368238,
0.65000000 -4.2130431E-004,4.2532264E-003,0.042099057,
0.66000000 -7.8287398E-004,3.8211084E-003,0.041827577,
0.67000000 -1.1327328E-003,3.3899592E-003,0.041556945,
0.68000000 -1.4668930E-003,2.9631850E-003,0.041290419,
0.69000000 -1.7812685E-003,2.5442755E-003,0.041031337,
0.70000000 -2.0717164E-003,2.1367635E-003,0.040783079,
0.71000000 -2.3340859E-003,1.7441777E-003,0.040549017,
0.72000000 -2.5642741E-003,1.3699882E-003,0.040332463,
0.73000000 -2.7582920E-003,1.0175432E-003,0.040136607,
0.74000000 -2.9123388E-003,6.8999706E-004,0.039964444,
0.75000000 -3.0228872E-003,3.9022814E-004,0.039818694,
0.76000000 -3.0867797E-003,1.2074631E-004,0.039701711,
0.77000000 -3.1013372E-003 -1.1641131E-004,0.039615376,,
0.78000000 -3.0644809E-003 -3.1979699E-004,0.039560991,,
0.79000000 -2.9748680E-003 -4.8868243E-004,0.039539138,,
0.80000000 -2.8320433E-003 -6.2320327E-004,0.039549550,,
0.81000000 -2.6366070E-003 -7.2451904E-004,0.039590943,,
0.82000000 -2.3904004E-003 -7.9498963E-004,0.039660846,,
0.83000000 -2.0967102E-003 -8.3836961E-004,0.039755410,,
0.84000000 -1.7604944E-003 -8.6002131E-004,0.039869198,,
0.85000000 -1.3886284E-003 -8.6714827E-004,0.039994957,,
0.86000000 -9.9017604E-004 -8.6905005E-004,0.040123363,,
0.87000000 -5.7668476E-004 -8.7740009E-004,0.040242753,,
0.88000000 -1.6250795E-004 -9.0654786E-004,0.040338825,,
0.89000000,2.3484408E-004 -9.7384709E-004,0.040394321,
0.90000000,5.9432245E-004 -1.1000115E-003,0.040388671,
0.91000000,8.9092516E-004 -1.3095002E-003,0.040297624,
0.92000000,1.0952472E-003 -1.6309341E-003,0.040092835,
0.93000000,1.1729926E-003 -2.0975460E-003,0.039741428,
0.94000000,1.0844462E-003 -2.7476668E-003,0.039205522,
0.95000000,7.8390003E-004 -3.6252495E-003,0.038441719,
0.96000000,2.1903334E-004 -4.7804348E-003,0.037400555,
0.97000000 -6.6976081E-004 -6.2701617E-003,0.036025906,,
0.98000000 -1.9501053E-003 -8.1588258E-003,0.034254351,,
0.99000000 -3.6984312E-003,-0.010518991,0.032014482,
1.0000000 -6.0008417E-003,-0.013432159,0.029226160,
