Rel. Pupil,0.5580,0.4830,0.6340,0.4330,0.6850
0.00000000,0.23842216,0.18472938,0.31018992,0.19187481,0.35883017
0.010000000,0.23834491,0.18465919,0.31010967,0.19181467,0.35874902
0.020000000,0.23803604,0.18437856,0.30978876,0.19157425,0.35842455
0.030000000,0.23752170,0.18391131,0.30925436,0.19117403,0.35788420
0.040000000,0.23680256,0.18325814,0.30850712,0.19061474,0.35712862
0.050000000,0.23587956,0.18242001,0.30754795,0.18989742,0.35615873
0.060000000,0.23475390,0.18139819,0.30637804,0.18902338,0.35497570
0.070000000,0.23342707,0.18019421,0.30499884,0.18799424,0.35358096
0.080000000,0.23190079,0.17880988,0.30341206,0.18681191,0.35197622
0.090000000,0.23017710,0.17724731,0.30161967,0.18547858,0.35016344
0.10000000,0.22825828,0.17550887,0.29962391,0.18399677,0.34814484
0.11000000,0.22614688,0.17359722,0.29742731,0.18236927,0.34592292
0.12000000,0.22384573,0.17151530,0.29503262,0.18059917,0.34350044
0.13000000,0.22135794,0.16926635,0.29244290,0.17868986,0.34088041
0.14000000,0.21868690,0.16685387,0.28966147,0.17664505,0.33806614
0.15000000,0.21583624,0.16428167,0.28669190,0.17446871,0.33506118
0.16000000,0.21280991,0.16155383,0.28353807,0.17216516,0.33186937
0.17000000,0.20961212,0.15867474,0.28020409,0.16973898,0.32849482
0.18000000,0.20624735,0.15564904,0.27669438,0.16719507,0.32494190
0.19000000,0.20272037,0.15248171,0.27301362,0.16453863,0.32121526
0.20000000,0.19903624,0.14917798,0.26916677,0.16177518,0.31731984
0.21000000,0.19520028,0.14574339,0.26515906,0.15891052,0.31326083
0.22000000,0.19121812,0.14218377,0.26099601,0.15595077,0.30904372
0.23000000,0.18709565,0.13850524,0.25668342,0.15290236,0.30467427
0.24000000,0.18283905,0.13471422,0.25222736,0.14977201,0.30015852
0.25000000,0.17845480,0.13081742,0.24763420,0.14656676,0.29550279
0.26000000,0.17394965,0.12682184,0.24291056,0.14329395,0.29071368
0.27000000,0.16933063,0.12273478,0.23806337,0.13996123,0.28579808
0.28000000,0.16460507,0.11856382,0.23309983,0.13657654,0.28076315
0.29000000,0.15978057,0.11431684,0.22802744,0.13314812,0.27561633
0.30000000,0.15486503,0.11000200,0.22285394,0.12968454,0.27036535
0.31000000,0.14986661,0.10562777,0.21758739,0.12619463,0.26501821
0.32000000,0.14479377,0.10120288,0.21223611,0.12268754,0.25958320
0.33000000,0.13965523,0.096736356,0.20680869,0.11917268,0.25406887
0.34000000,0.13445999,0.092237488,0.20131401,0.11565978,0.24848406
0.35000000,0.12921732,0.087715850,0.19576120,0.11215883,0.24283787
0.36000000,0.12393675,0.083181280,0.19015967,0.10868009,0.23713966
0.37000000,0.11862808,0.078643873,0.18451909,0.10523409,0.23139908
0.38000000,0.11330136,0.074113981,0.17884938,0.10183161,0.22562600
0.39000000,0.10796686,0.069602196,0.17316070,0.098483687,0.21983057
