0.40000000,0.10263512,0.065119346,0.16746347,0.095201584,0.21402316
0.41000000,0.097316898,0.060676479,0.16176831,0.091996785,0.20821439
0.42000000,0.092023148,0.056284853,0.15608609,0.088880980,0.20241509
0.43000000,0.086765042,0.051955919,0.15042787,0.085866047,0.19663631
0.44000000,0.081553933,0.047701303,0.14480492,0.082964035,0.19088930
0.45000000,0.076401342,0.043532792,0.13922866,0.080187139,0.18518549
0.46000000,0.071318941,0.039462307,0.13371070,0.077547681,0.17953647
0.47000000,0.066318532,0.035501881,0.12826277,0.075058077,0.17395399
0.48000000,0.061412019,0.031663635,0.12289673,0.072730815,0.16844993
0.49000000,0.056611389,0.027959745,0.11762454,0.070578415,0.16303624
0.50000000,0.051928673,0.024402412,0.11245821,0.068613396,0.15772499
0.51000000,0.047375921,0.021003823,0.10740979,0.066848236,0.15252826
0.52000000,0.042965163,0.017776111,0.10249135,0.065295325,0.14745818
0.53000000,0.038708367,0.014731316,0.097714907,0.063966920,0.14252682
0.54000000,0.034617398,0.011881327,0.093092400,0.062875085,0.13774621
0.55000000,0.030703966,9.2378363E-003,0.088635650,0.062031635,0.13312827
0.56000000,0.026979574,6.8122734E-003,0.084356307,0.061448072,0.12868475
0.57000000,0.023455458,4.6157451E-003,0.080265787,0.061135508,0.12442721
0.58000000,0.020142522,2.6589609E-003,0.076375216,0.061104589,0.12036692
0.59000000,0.017051265,9.5215577E-004,0.072695362,0.061365410,0.11651482
0.60000000,0.014191706 -4.9499656E-004,0.069236561,0.061927418,0.11288144,
0.61000000,0.011573294 -1.6734770E-003,0.066008635,0.062799310,0.10947685,
0.62000000,9.2048163E-003 -2.5750244E-003,0.063020805,0.063988917,0.10631050,
0.63000000,7.0942969E-003 -3.1922471E-003,0.060281591,0.065503086,0.10339121,
0.64000000,5.2488816E-003 -3.5187462E-003,0.057798710,0.067347541,0.10072701,
0.65000000,3.6747172E-003 -3.5492486E-003,0.055578956,0.069526738,0.098325054,
0.66000000,2.3768180E-003 -3.2797526E-003,0.053628077,0.072043708,0.096191493,
0.67000000,1.3589199E-003 -2.7076864E-003,0.051950636,0.074899877,0.094331331,
0.68000000,6.2332269E-004 -1.8320801E-003,0.050549859,0.078094886,0.092748287,
0.69000000,1.7071752E-004 -6.5375318E-004,0.049427477,0.081626378,0.091444633,
0.70000000,0.00000000,8.2448201E-004,0.048583544,0.085489780,0.090421026
0.71000000,1.0806686E-004,2.5975997E-003,0.048016242,0.089678063,0.089676310
0.72000000,4.8959536E-004,4.6581211E-003,0.047721679,0.094181475,0.089207322
0.73000000,1.1368040E-003,6.9958549E-003,0.047693656,0.098987262,0.089008662
0.74000000,2.0391933E-003,9.5976158E-003,0.047923421,0.10407936,0.089072456
0.75000000,3.1832648E-003,0.012446921,0.048399401,0.10943806,0.089388095
0.76000000,4.5522169E-003,0.015523660,0.049106917,0.11503966,0.089941950
0.77000000,6.1256164E-003,0.018803739,0.050027866,0.12085607,0.090717068
0.78000000,7.8790431E-003,0.022258700,0.051140384,0.12685437,0.091692841
0.79000000,9.7837058E-003,0.025855300,0.052418480,0.13299643,0.092844647
0.80000000,0.011806029,0.029555071,0.053831643,0.13923832,0.094143461
0.81000000,0.013907205,0.033313834,0.055344413,0.14552989,0.095555446
0.82000000,0.016042716,0.037081182,0.056915921,0.15181415,0.097041494
0.83000000,0.018161814,0.040799928,0.058499399,0.15802668,0.098556747
0.84000000,0.020206965,0.044405497,0.060041643,0.16409496,0.10005007
0.85000000,0.022113253,0.047825294,0.061482444,0.16993772,0.10146351
0.86000000,0.023807738,0.050978010,0.062753973,0.17546417,0.10273166
0.87000000,0.025208769,0.053772890,0.063780120,0.18057321,0.10378105
0.88000000,0.026225250,0.056108943,0.064475794,0.18515256,0.10452941
0.89000000,0.026755852,0.057874104,0.064746161,0.18907790,0.10488497
0.90000000,0.026688176,0.058944336,0.064485844,0.19221186,0.10474566
0.91000000,0.025897859,0.059182681,0.063578057,0.19440304,0.10399826
0.92000000,0.024247621,0.058438247,0.061893692,0.19548489,0.10251746
0.93000000,0.021586259,0.056545135,0.059290342,0.19527458,0.10016498
0.94000000,0.017747572,0.053321304,0.055611269,0.19357181,0.096788469
0.95000000,0.012549232,0.048567378,0.050684305,0.19015747,0.092220495
0.96000000,5.7915877E-003,0.042065382,0.044320697,0.18479238,0.086277353
0.97000000 -2.7435883E-003,0.033577428,0.036313889,0.17721586,0.078757886,
0.98000000,-0.013294425,0.022844321,0.026438228,0.16714425,0.069442204
0.99000000,-0.026120322,9.5841371E-003,0.014447638,0.15426944,0.058090367
1.0000000,-0.041503388 -6.5092823E-003,7.4201713E-005,0.13825728,0.044440989,
