Rel. Pupil,0.4861,0.5876,0.6563
0.00000000,0.024037501,0.041732614,0.064941821
0.010000000,0.024030937,0.041725229,0.064934128
0.020000000,0.024004688,0.041695688,0.064903358
0.030000000,0.023960949,0.041646464,0.064852085
0.040000000,0.023899738,0.041577572,0.064780324
0.050000000,0.023821078,0.041489035,0.064688097
0.060000000,0.023724996,0.041380879,0.064575431
0.070000000,0.023611530,0.041253140,0.064442360
0.080000000,0.023480722,0.041105858,0.064288924
0.090000000,0.023332621,0.040939079,0.064115168
0.10000000,0.023167281,0.040752858,0.063921146
0.11000000,0.022984766,0.040547252,0.063706916
0.12000000,0.022785143,0.040322329,0.063472542
0.13000000,0.022568489,0.040078159,0.063218095
0.14000000,0.022334885,0.039814822,0.062943653
0.15000000,0.022084420,0.039532402,0.062649298
0.16000000,0.021817188,0.039230991,0.062335121
0.17000000,0.021533292,0.038910685,0.062001217
0.18000000,0.021232841,0.038571589,0.061647689
0.19000000,0.020915950,0.038213814,0.061274645
0.20000000,0.020582742,0.037837476,0.060882201
0.21000000,0.020233345,0.037442699,0.060470478
0.22000000,0.019867895,0.037029613,0.060039604
0.23000000,0.019486536,0.036598355,0.059589714
0.24000000,0.019089417,0.036149068,0.059120949
0.25000000,0.018676695,0.035681902,0.058633456
0.26000000,0.018248534,0.035197014,0.058127390
0.27000000,0.017805105,0.034694568,0.057602911
0.28000000,0.017346586,0.034174734,0.057060188
0.29000000,0.016873162,0.033637690,0.056499394
0.30000000,0.016385027,0.033083618,0.055920711
0.31000000,0.015882378,0.032512712,0.055324327
0.32000000,0.015365425,0.031925168,0.054710437
0.33000000,0.014834381,0.031321192,0.054079243
0.34000000,0.014289468,0.030700997,0.053430954
0.35000000,0.013730917,0.030064801,0.052765785
0.36000000,0.013158963,0.029412833,0.052083960
0.37000000,0.012573852,0.028745326,0.051385710
0.38000000,0.011975837,0.028062521,0.050671272
0.39000000,0.011365178,0.027364668,0.049940891
0.40000000,0.010742143,0.026652024,0.049194819
0.41000000,0.010107008,0.025924852,0.048433317
0.42000000,9.4600568E-003,0.025183423,0.047656651
0.43000000,8.8015835E-003,0.024428020,0.046865098
0.44000000,8.1318879E-003,0.023658928,0.046058939
0.45000000,7.4512788E-003,0.022876443,0.045238466
0.46000000,6.7600737E-003,0.022080869,0.044403977
0.47000000,6.0585982E-003,0.021272516,0.043555778
0.48000000,5.3471868E-003,0.020451706,0.042694185
0.49000000,4.6261827E-003,0.019618766,0.041819519
0.50000000,3.8959376E-003,0.018774032,0.040932112
0.51000000,3.1568125E-003,0.017917849,0.040032303
0.52000000,2.4091771E-003,0.017050571,0.039120440
0.53000000,1.6534104E-003,0.016172561,0.038196879
0.54000000,8.8990055E-004,0.015284190,0.037261985
0.55000000,1.1904505E-004,0.014385836,0.036316133
0.56000000 -6.5874905E-004,0.013477891,0.035359704,
0.57000000 -1.4430651E-003,0.012560751,0.034393091,
0.58000000 -2.2334767E-003,0.011634825,0.033416695,
0.59000000 -3.0295485E-003,0.010700529,0.032430925,
0.60000000 -3.8308327E-003,9.7582904E-003,0.031436200,
0.61000000 -4.6368735E-003,8.8085453E-003,0.030432952,
0.62000000 -5.4472042E-003,7.8517397E-003,0.029421617,
0.63000000 -6.2613477E-003,6.8883295E-003,0.028402645,
0.64000000 -7.0788163E-003,5.9187809E-003,0.027376494,
0.65000000 -7.8991114E-003,4.9435703E-003,0.026343632,
0.66000000 -8.7217235E-003,3.9631846E-003,0.025304538,
0.67000000 -9.5461322E-003,2.9781211E-003,0.024259702,
0.68000000,-0.010371806,1.9888880E-003,0.023209622
0.69000000,-0.011198201,9.9600428E-004,0.022154810
0.70000000,-0.012024762,0.00000000,0.021095786
0.71000000,-0.012850924 -9.9858350E-004,0.020033083,
0.72000000,-0.013676108 -1.9991935E-003,0.018967245,
0.73000000,-0.014499722 -3.0012656E-003,0.017898826,
0.74000000,-0.015321164 -4.0042236E-003,0.016828393,
0.75000000,-0.016139817 -5.0074795E-003,0.015756524,
0.76000000,-0.016955054 -6.0104329E-003,0.014683809,
0.77000000,-0.017766233 -7.0124711E-003,0.013610851,
0.78000000,-0.018572698 -8.0129688E-003,0.012538265,
0.79000000,-0.019373783 -9.0112878E-003,0.011466678,
0.80000000,-0.020168804,-0.010006777,0.010396730
0.81000000,-0.020957066,-0.010998772,9.3290744E-003
0.82000000,-0.021737858,-0.011986595,8.2643778E-003
0.83000000,-0.022510458,-0.012969553,7.2033202E-003
0.84000000,-0.023274124,-0.013946943,6.1465951E-003
0.85000000,-0.024028103,-0.014918043,5.0949103E-003
0.86000000,-0.024771626,-0.015882119,4.0489877E-003
0.87000000,-0.025503908,-0.016838421,3.0095638E-003
0.88000000,-0.026224147,-0.017786187,1.9773897E-003
0.89000000,-0.026931528,-0.018724636,9.5323155E-004
0.90000000,-0.027625216,-0.019652973 -6.2129049E-005,
0.91000000,-0.028304362,-0.020570388 -1.0678950E-003,
0.92000000,-0.028968100,-0.021476052 -2.0632532E-003,
0.93000000,-0.029615543,-0.022369122 -3.0473745E-003,
0.94000000,-0.030245791,-0.023248738 -4.0194131E-003,
0.95000000,-0.030857923,-0.024114021 -4.9785054E-003,
0.96000000,-0.031451001,-0.024964077 -5.9237737E-003,
0.97000000,-0.032024067,-0.025797993 -6.8543196E-003,
0.98000000,-0.032576145,-0.026614838 -7.7692279E-003,
0.99000000,-0.033106238,-0.027413660 -8.6675652E-003,
1.0000000,-0.033613330,-0.028193492 -9.5483795E-003,
