Rel. Pupil,0.5500
0.00000000,0.31337233
0.010000000,0.31333889
0.020000000,0.31320516
0.030000000,0.31298230
0.040000000,0.31267038
0.050000000,0.31226945
0.060000000,0.31177963
0.070000000,0.31120101
0.080000000,0.31053375
0.090000000,0.30977798
0.10000000,0.30893391
0.11000000,0.30800171
0.12000000,0.30698161
0.13000000,0.30587386
0.14000000,0.30467873
0.15000000,0.30339648
0.16000000,0.30202744
0.17000000,0.30057194
0.18000000,0.29903032
0.19000000,0.29740296
0.20000000,0.29569027
0.21000000,0.29389266
0.22000000,0.29201057
0.23000000,0.29004448
0.24000000,0.28799488
0.25000000,0.28586229
0.26000000,0.28364724
0.27000000,0.28135031
0.28000000,0.27897208
0.29000000,0.27651317
0.30000000,0.27397423
0.31000000,0.27135593
0.32000000,0.26865896
0.33000000,0.26588405
0.34000000,0.26303195
0.35000000,0.26010345
0.36000000,0.25709934
0.37000000,0.25402047
0.38000000,0.25086771
0.39000000,0.24764196
0.40000000,0.24434415
0.41000000,0.24097523
0.42000000,0.23753622
0.43000000,0.23402812
0.44000000,0.23045201
0.45000000,0.22680899
0.46000000,0.22310017
0.47000000,0.21932674
0.48000000,0.21548989
0.49000000,0.21159087
0.50000000,0.20763096
0.51000000,0.20361147
0.52000000,0.19953378
0.53000000,0.19539928
0.54000000,0.19120942
0.55000000,0.18696568
0.56000000,0.18266960
0.57000000,0.17832276
0.58000000,0.17392679
0.59000000,0.16948336
0.60000000,0.16499420
0.61000000,0.16046107
0.62000000,0.15588581
0.63000000,0.15127030
0.64000000,0.14661648
0.65000000,0.14192634
0.66000000,0.13720193
0.67000000,0.13244536
0.68000000,0.12765881
0.69000000,0.12284451
0.70000000,0.11800477
0.71000000,0.11314195
0.72000000,0.10825850
0.73000000,0.10335693
0.74000000,0.098439822
0.75000000,0.093509835
0.76000000,0.088569708
0.77000000,0.083622262
0.78000000,0.078670399
0.79000000,0.073717109
0.80000000,0.068765468
0.81000000,0.063818645
0.82000000,0.058879904
0.83000000,0.053952604
0.84000000,0.049040208
0.85000000,0.044146281
0.86000000,0.039274496
0.87000000,0.034428636
0.88000000,0.029612601
0.89000000,0.024830409
0.90000000,0.020086200
0.91000000,0.015384243
0.92000000,0.010728936
0.93000000,6.1248147E-003
0.94000000,1.5765566E-003
0.95000000,-2.9110161E-003
0.96000000,-7.3329293E-003
0.97000000,-0.011684052
0.98000000,-0.015959092
0.99000000,-0.020152588
1.0000000,-0.024258903
