Rel. Pupil,0.4861,0.5876,0.6563
0.00000000,-0.028463575,4.7486340E-003,0.053625064
0.010000000,-0.028470562,4.7322196E-003,0.053605551
0.020000000,-0.028498484,4.6665821E-003,0.053527517
0.030000000,-0.028544937,4.5572565E-003,0.053397525
0.040000000,-0.028609791,4.4043480E-003,0.053215675
0.050000000,-0.028692869,4.2080036E-003,0.052982103
0.060000000,-0.028793942,3.9684123E-003,0.052696985
0.070000000,-0.028912728,3.6858044E-003,0.052360536
0.080000000,-0.029048899,3.3604513E-003,0.051973009
0.090000000,-0.029202075,2.9926654E-003,0.051534695
0.10000000,-0.029371827,2.5827995E-003,0.051045924
0.11000000,-0.029557675,2.1312461E-003,0.050507061
0.12000000,-0.029759095,1.6384375E-003,0.049918509
0.13000000,-0.029975512,1.1048445E-003,0.049280706
0.14000000,-0.030206304,5.3097594E-004,0.048594126
0.15000000,-0.030450805 -8.2621806E-005,0.047859278,
0.16000000,-0.030708301 -7.3536601E-004,0.047076704,
0.17000000,-0.030978036 -1.4266384E-003,0.046246979,
0.18000000,-0.031259209 -2.1557861E-003,0.045370711,
0.19000000,-0.031550977 -2.9221229E-003,0.044448536,
0.20000000,-0.031852458 -3.7249307E-003,0.043481122,
0.21000000,-0.032162728 -4.5634601E-003,0.042469165,
0.22000000,-0.032480826 -5.4369330E-003,0.041413386,
0.23000000,-0.032805755 -6.3445431E-003,0.040314534,
0.24000000,-0.033136485 -7.2854585E-003,0.039173378,
0.25000000,-0.033471951 -8.2588233E-003,0.037990712,
0.26000000,-0.033811060 -9.2637596E-003,0.036767346,
0.27000000,-0.034152691,-0.010299370,0.035504112
0.28000000,-0.034495696,-0.011364739,0.034201853
0.29000000,-0.034838908,-0.012458939,0.032861425
0.30000000,-0.035181137,-0.013581029,0.031483695
0.31000000,-0.035521182,-0.014730058,0.030069537
0.32000000,-0.035857826,-0.015905074,0.028619825
0.33000000,-0.036189846,-0.017105122,0.027135436
0.34000000,-0.036516015,-0.018329248,0.025617241
0.35000000,-0.036835106,-0.019576508,0.024066102
0.36000000,-0.037145900,-0.020845968,0.022482869
0.37000000,-0.037447190,-0.022136713,0.020868374
0.38000000,-0.037737786,-0.023447849,0.019223424
0.39000000,-0.038016523,-0.024778513,0.017548798
0.40000000,-0.038282270,-0.026127876,0.015845238
0.41000000,-0.038533933,-0.027495152,0.014113444
0.42000000,-0.038770469,-0.028879607,0.012354067
0.43000000,-0.038990894,-0.030280565,0.010567696
0.44000000,-0.039194289,-0.031697420,8.7548560E-003
0.45000000,-0.039379820,-0.033129645,6.9159941E-003
0.46000000,-0.039546740,-0.034576797,5.0514679E-003
0.47000000,-0.039694410,-0.036038543,3.1615415E-003
0.48000000,-0.039822312,-0.037514660,1.2463622E-003
0.49000000,-0.039930062,-0.039005055 -6.9404578E-004,
0.50000000,-0.040017431,-0.040509781 -2.6597976E-003,
0.51000000,-0.040084362,-0.042029051 -4.6511645E-003,
0.52000000,-0.040130993,-0.043563258 -6.6685909E-003,
0.53000000,-0.040157676,-0.045112997 -8.7127136E-003,
0.54000000,-0.040165009,-0.046679084,-0.010784383
0.55000000,-0.040153855,-0.048262583,-0.012884687
0.56000000,-0.040125380,-0.049864831,-0.015014972
0.57000000,-0.040081083,-0.051487467,-0.017176879
0.58000000,-0.040022830,-0.053132466,-0.019372360
0.59000000,-0.039952901,-0.054802170,-0.021603725
0.60000000,-0.039874028,-0.056499331,-0.023873671
0.61000000,-0.039789449,-0.058227152,-0.026185325
0.62000000,-0.039702959,-0.059989332,-0.028542282
0.63000000,-0.039618971,-0.061790120,-0.030948663
