Rel. Pupil,0.4861,0.5876,0.6563
0.00000000,0.017802564 -5.8085766E-006,4.6271288E-003,
0.010000000,0.017796935 -1.0318086E-005,4.6230807E-003,
0.020000000,0.017774423 -2.8352900E-005,4.6068914E-003,
0.030000000,0.017736911 -5.8399463E-005,4.5799212E-003,
0.040000000,0.017684418 -1.0044058E-004,4.5421879E-003,
0.050000000,0.017616962 -1.5445218E-004,4.4937165E-003,
0.060000000,0.017534574 -2.2040329E-004,4.4345393E-003,
0.070000000,0.017437286 -2.9825604E-004,4.3646956E-003,
0.080000000,0.017325140 -3.8796568E-004,4.2842319E-003,
0.090000000,0.017198180 -4.8948049E-004,4.1932019E-003,
0.10000000,0.017056461 -6.0274188E-004,4.0916667E-003,
0.11000000,0.016900041 -7.2768426E-004,3.9796942E-003,
0.12000000,0.016728985 -8.6423510E-004,3.8573601E-003,
0.13000000,0.016543365 -1.0123149E-003,3.7247468E-003,
0.14000000,0.016343258 -1.1718371E-003,3.5819444E-003,
0.15000000,0.016128748 -1.3427083E-003,3.4290501E-003,
0.16000000,0.015899926 -1.5248277E-003,3.2661684E-003,
0.17000000,0.015656889 -1.7180879E-003,3.0934115E-003,
0.18000000,0.015399738 -1.9223739E-003,2.9108985E-003,
0.19000000,0.015128584 -2.1375640E-003,2.7187563E-003,
0.20000000,0.014843543 -2.3635290E-003,2.5171190E-003,
0.21000000,0.014544736 -2.6001328E-003,2.3061285E-003,
0.22000000,0.014232291 -2.8472319E-003,2.0859339E-003,
0.23000000,0.013906345 -3.1046756E-003,1.8566920E-003,
0.24000000,0.013567039 -3.3723059E-003,1.6185673E-003,
0.25000000,0.013214520 -3.6499574E-003,1.3717319E-003,
0.26000000,0.012848943 -3.9374574E-003,1.1163654E-003,
0.27000000,0.012470469 -4.2346259E-003,8.5265556E-004,
0.28000000,0.012079267 -4.5412751E-003,5.8079754E-004,
0.29000000,0.011675510 -4.8572100E-003,3.0099452E-004,
0.30000000,0.011259379 -5.1822279E-003,1.3457566E-005,
0.31000000,0.010831062 -5.5161187E-003 -2.8159433E-004,,
0.32000000,0.010390754 -5.8586643E-003 -5.8393417E-004,,
0.33000000,9.9386558E-003 -6.2096392E-003 -8.9332688E-004,,
0.34000000,9.4749753E-003 -6.5688101E-003 -1.2095293E-003,,
0.35000000,8.9999274E-003 -6.9359357E-003 -1.5322900E-003,,
0.36000000,8.5137339E-003 -7.3107671E-003 -1.8613494E-003,,
0.37000000,8.0166232E-003 -7.6930472E-003 -2.1964395E-003,,
0.38000000,7.5088311E-003 -8.0825113E-003 -2.5372842E-003,,
0.39000000,6.9906000E-003 -8.4788862E-003 -2.8835985E-003,,
0.40000000,6.4621794E-003 -8.8818911E-003 -3.2350893E-003,,
0.41000000,5.9238259E-003 -9.2912366E-003 -3.5914547E-003,,
0.42000000,5.3758033E-003 -9.7066252E-003 -3.9523842E-003,,
0.43000000,4.8183822E-003,-0.010127751 -4.3175586E-003,
0.44000000,4.2518407E-003,-0.010554301 -4.6866499E-003,
0.45000000,3.6764639E-003,-0.010985952 -5.0593211E-003,
0.46000000,3.0925443E-003,-0.011422372 -5.4352263E-003,
0.47000000,2.5003814E-003,-0.011863223 -5.8140107E-003,
0.48000000,1.9002824E-003,-0.012308156 -6.1953102E-003,
0.49000000,1.2925614E-003,-0.012756815 -6.5787515E-003,
0.50000000,6.7754026E-004,-0.013208833 -6.9639523E-003,
0.51000000,5.5548042E-005,-0.013663837 -7.3505205E-003,
0.52000000 -5.7307870E-004,-0.014121443 -7.7380548E-003,,
0.53000000 -1.2079959E-003,-0.014581259 -8.1261445E-003,,
0.54000000 -1.8488521E-003,-0.015042883 -8.5143689E-003,,
0.55000000 -2.4952882E-003,-0.015505906 -8.9022980E-003,,
0.56000000 -3.1469377E-003,-0.015969906 -9.2894917E-003,,
0.57000000 -3.8034262E-003,-0.016434457 -9.6755001E-003,,
0.58000000 -4.4643721E-003,-0.016899119,-0.010059863,
0.59000000 -5.1293860E-003,-0.017363445,-0.010442112,
0.60000000 -5.7980709E-003,-0.017826978,-0.010821765,
0.61000000 -6.4700221E-003,-0.018289251,-0.011198333,
0.62000000 -7.1448274E-003,-0.018749789,-0.011571316,
0.63000000 -7.8220669E-003,-0.019208105,-0.011940201,
0.64000000 -8.5013129E-003,-0.019663704,-0.012304469,
0.65000000 -9.1821304E-003,-0.020116081,-0.012663586,
0.66000000 -9.8640764E-003,-0.020564721,-0.013017010,
0.67000000,-0.010546701,-0.021009099,-0.013364188
0.68000000,-0.011229545,-0.021448681,-0.013704556
0.69000000,-0.011912144,-0.021882920,-0.014037538
0.70000000,-0.012594025,-0.022311264,-0.014362549
0.71000000,-0.013274708,-0.022733146,-0.014678991
0.72000000,-0.013953703,-0.023147992,-0.014986256
0.73000000,-0.014630517,-0.023555216,-0.015283726
0.74000000,-0.015304647,-0.023954225,-0.015570770
0.75000000,-0.015975582,-0.024344412,-0.015846746
0.76000000,-0.016642808,-0.024725162,-0.016111001
0.77000000,-0.017305799,-0.025095850,-0.016362871
0.78000000,-0.017964025,-0.025455839,-0.016601680
0.79000000,-0.018616950,-0.025804485,-0.016826741
0.80000000,-0.019264030,-0.026141131,-0.017037356
0.81000000,-0.019904714,-0.026465111,-0.017232815
