Rel. Pupil,0.4861,0.5876,0.6563
0.00000000,4.4989737E-003,-0.012244516,-0.029525946
0.010000000,4.5007985E-003,-0.012242514,-0.029523873
0.020000000,4.5080973E-003,-0.012234508,-0.029515581
0.030000000,4.5202606E-003,-0.012221166,-0.029501763
0.040000000,4.5372861E-003,-0.012202489,-0.029482420
0.050000000,4.5591710E-003,-0.012178482,-0.029457556
0.060000000,4.5859115E-003,-0.012149146,-0.029427174
0.070000000,4.6175027E-003,-0.012114488,-0.029391278
0.080000000,4.6539393E-003,-0.012074512,-0.029349873
0.090000000,4.6952148E-003,-0.012029225,-0.029302967
0.10000000,4.7413221E-003,-0.011978633,-0.029250565
0.11000000,4.7922529E-003,-0.011922745,-0.029192676
0.12000000,4.8479985E-003,-0.011861569,-0.029129308
0.13000000,4.9085489E-003,-0.011795114,-0.029060470
0.14000000,4.9738936E-003,-0.011723390,-0.028986172
0.15000000,5.0440211E-003,-0.011646410,-0.028906426
0.16000000,5.1189190E-003,-0.011564184,-0.028821243
0.17000000,5.1985741E-003,-0.011476726,-0.028730635
0.18000000,5.2829723E-003,-0.011384050,-0.028634617
0.19000000,5.3720986E-003,-0.011286168,-0.028533202
0.20000000,5.4659374E-003,-0.011183098,-0.028426406
0.21000000,5.5644720E-003,-0.011074855,-0.028314244
0.22000000,5.6676847E-003,-0.010961456,-0.028196732
0.23000000,5.7755574E-003,-0.010842918,-0.028073890
0.24000000,5.8880706E-003,-0.010719261,-0.027945734
0.25000000,6.0052043E-003,-0.010590504,-0.027812284
0.26000000,6.1269376E-003,-0.010456666,-0.027673560
0.27000000,6.2532485E-003,-0.010317770,-0.027529584
0.28000000,6.3841144E-003,-0.010173837,-0.027380375
0.29000000,6.5195117E-003,-0.010024890,-0.027225958
0.30000000,6.6594158E-003 -9.8709531E-003,-0.027066355,
0.31000000,6.8038015E-003 -9.7120500E-003,-0.026901590,
0.32000000,6.9526424E-003 -9.5482065E-003,-0.026731689,
0.33000000,7.1059116E-003 -9.3794488E-003,-0.026556677,
0.34000000,7.2635810E-003 -9.2058039E-003,-0.026376581,
0.35000000,7.4256217E-003 -9.0272998E-003,-0.026191429,
0.36000000,7.5920040E-003 -8.8439653E-003,-0.026001248,
0.37000000,7.7626972E-003 -8.6558300E-003,-0.025806069,
0.38000000,7.9376698E-003 -8.4629243E-003,-0.025605921,
0.39000000,8.1168893E-003 -8.2652798E-003,-0.025400835,
0.40000000,8.3003224E-003 -8.0629286E-003,-0.025190843,
0.41000000,8.4879348E-003 -7.8559039E-003,-0.024975977,
0.42000000,8.6796914E-003 -7.6442396E-003,-0.024756271,
0.43000000,8.8755562E-003 -7.4279705E-003,-0.024531760,
0.44000000,9.0754922E-003 -7.2071326E-003,-0.024302478,
0.45000000,9.2794616E-003 -6.9817622E-003,-0.024068462,
0.46000000,9.4874255E-003 -6.7518970E-003,-0.023829749,
0.47000000,9.6993443E-003 -6.5175754E-003,-0.023586376,
0.48000000,9.9151773E-003 -6.2788366E-003,-0.023338382,
0.49000000,0.010134883 -6.0357207E-003,-0.023085807,
0.50000000,0.010358419 -5.7882690E-003,-0.022828692,
0.51000000,0.010585742 -5.5365232E-003,-0.022567076,
0.52000000,0.010816807 -5.2805264E-003,-0.022301004,
0.53000000,0.011051570 -5.0203222E-003,-0.022030518,
0.54000000,0.011289984 -4.7559554E-003,-0.021755661,
0.55000000,0.011532001 -4.4874715E-003,-0.021476480,
0.56000000,0.011777575 -4.2149170E-003,-0.021193019,
0.57000000,0.012026655 -3.9383394E-003,-0.020905326,
0.58000000,0.012279192 -3.6577871E-003,-0.020613448,
0.59000000,0.012535135 -3.3733092E-003,-0.020317434,
0.60000000,0.012794432 -3.0849561E-003,-0.020017333,
0.61000000,0.013057030 -2.7927788E-003,-0.019713196,
0.62000000,0.013322876 -2.4968294E-003,-0.019405074,
0.63000000,0.013591913 -2.1971610E-003,-0.019093018,
0.64000000,0.013864087 -1.8938274E-003,-0.018777084,
0.65000000,0.014139341 -1.5868838E-003,-0.018457323,
0.66000000,0.014417617 -1.2763858E-003,-0.018133793,
0.67000000,0.014698856 -9.6239035E-004,-0.017806547,
0.68000000,0.014982999 -6.4495525E-004,-0.017475645,
0.69000000,0.015269984 -3.2413925E-004,-0.017141143,
0.70000000,0.015559751 -2.0869282E-009,-0.016803100,
0.71000000,0.015852235,3.2739553E-004,-0.016461576
0.72000000,0.016147374,6.5799190E-004,-0.016116632
0.73000000,0.016445102,9.9172434E-004,-0.015768330
0.74000000,0.016745354,1.3285292E-003,-0.015416733
0.75000000,0.017048063,1.6683418E-003,-0.015061904
0.76000000,0.017353161,2.0110964E-003,-0.014703907
0.77000000,0.017660579,2.3567264E-003,-0.014342810
0.78000000,0.017970247,2.7051641E-003,-0.013978677
0.79000000,0.018282093,3.0563407E-003,-0.013611578
0.80000000,0.018596047,3.4101866E-003,-0.013241581
0.81000000,0.018912034,3.7666310E-003,-0.012868755
