Rel. Pupil,0.5580,0.4830,0.6340,0.4330,0.6850
0.00000000,0.011829883,0.059822230,0.031341549,0.20184283,0.058212344
0.010000000,0.011811096,0.059807831,0.031320788,0.20183463,0.058190915
0.020000000,0.011735978,0.059750261,0.031237774,0.20180188,0.058105225
0.030000000,0.011610882,0.059654414,0.031099518,0.20174739,0.057962511
0.040000000,0.011435959,0.059520440,0.030906172,0.20167132,0.057762925
0.050000000,0.011211419,0.059348553,0.030657947,0.20157390,0.057506680
0.060000000,0.010937535,0.059139025,0.030355117,0.20145539,0.057194051
0.070000000,0.010614637,0.058892191,0.029998015,0.20131615,0.056825372
0.080000000,0.010243118,0.058608446,0.029587035,0.20115658,0.056401040
0.090000000,9.8234293E-003,0.058288244,0.029122631,0.20097714,0.055921512
0.10000000,9.3560844E-003,0.057932101,0.028605319,0.20077837,0.055387308
0.11000000,8.8416557E-003,0.057540593,0.028035675,0.20056085,0.054799006
0.12000000,8.2807761E-003,0.057114358,0.027414336,0.20032523,0.054157247
0.13000000,7.6741389E-003,0.056654092,0.026741999,0.20007223,0.053462734
0.14000000,7.0224972E-003,0.056160553,0.026019422,0.19980262,0.052716229
0.15000000,6.3266645E-003,0.055634556,0.025247425,0.19951724,0.051918557
0.16000000,5.5875143E-003,0.055076980,0.024426886,0.19921699,0.051070603
0.17000000,4.8059799E-003,0.054488761,0.023558747,0.19890281,0.050173315
0.18000000,3.9830546E-003,0.053870896,0.022644008,0.19857574,0.049227700
0.19000000,3.1197914E-003,0.053224439,0.021683731,0.19823684,0.048234828
0.20000000,2.2173028E-003,0.052550505,0.020679037,0.19788725,0.047195830
0.21000000,1.2767609E-003,0.051850268,0.019631111,0.19752817,0.046111898
0.22000000,2.9939687E-004,0.051124959,0.018541194,0.19716085,0.044984284
0.23000000 -7.1349904E-004,0.050375867,0.017410591,0.19678660,0.043814304,
0.24000000 -1.7605779E-003,0.049604340,0.016240664,0.19640680,0.042603331,
0.25000000 -2.8404323E-003,0.048811782,0.015032837,0.19602286,0.041352803,
0.26000000 -3.9515968E-003,0.047999654,0.013788592,0.19563628,0.040064215,
0.27000000 -5.0925484E-003,0.047169470,0.012509473,0.19524858,0.038739125,
