Rel. Pupil,0.5500,0.4700,0.6300
0.00000000,5.6263707E-003,4.1043795E-003,7.2850487E-003
0.010000000,5.6254416E-003,4.1034802E-003,7.2841038E-003
0.020000000,5.6217250E-003,4.0998829E-003,7.2803243E-003
0.030000000,5.6155308E-003,4.0938875E-003,7.2740251E-003
0.040000000,5.6068588E-003,4.0854939E-003,7.2652062E-003
0.050000000,5.5957091E-003,4.0747022E-003,7.2538675E-003
0.060000000,5.5820817E-003,4.0615126E-003,7.2400088E-003
0.070000000,5.5659764E-003,4.0459250E-003,7.2236301E-003
0.080000000,5.5473932E-003,4.0279396E-003,7.2047314E-003
0.090000000,5.5263321E-003,4.0075565E-003,7.1833123E-003
0.10000000,5.5027931E-003,3.9847758E-003,7.1593727E-003
0.11000000,5.4767760E-003,3.9595977E-003,7.1329126E-003
0.12000000,5.4482807E-003,3.9320224E-003,7.1039315E-003
0.13000000,5.4173073E-003,3.9020499E-003,7.0724294E-003
0.14000000,5.3838555E-003,3.8696806E-003,7.0384060E-003
0.15000000,5.3479253E-003,3.8349146E-003,7.0018609E-003
0.16000000,5.3095166E-003,3.7977522E-003,6.9627939E-003
0.17000000,5.2686292E-003,3.7581935E-003,6.9212047E-003
0.18000000,5.2252630E-003,3.7162389E-003,6.8770929E-003
0.19000000,5.1794179E-003,3.6718886E-003,6.8304581E-003
0.20000000,5.1310937E-003,3.6251429E-003,6.7813000E-003
0.21000000,5.0802903E-003,3.5760021E-003,6.7296182E-003
0.22000000,5.0270074E-003,3.5244665E-003,6.6754122E-003
0.23000000,4.9712449E-003,3.4705365E-003,6.6186814E-003
0.24000000,4.9130026E-003,3.4142123E-003,6.5594255E-003
0.25000000,4.8522803E-003,3.3554945E-003,6.4976439E-003
0.26000000,4.7890777E-003,3.2943832E-003,6.4333361E-003
0.27000000,4.7233947E-003,3.2308790E-003,6.3665014E-003
0.28000000,4.6552308E-003,3.1649822E-003,6.2971393E-003
0.29000000,4.5845860E-003,3.0966933E-003,6.2252490E-003
0.30000000,4.5114599E-003,3.0260127E-003,6.1508300E-003
0.31000000,4.4358522E-003,2.9529408E-003,6.0738815E-003
0.32000000,4.3577626E-003,2.8774781E-003,5.9944028E-003
0.33000000,4.2771907E-003,2.7996251E-003,5.9123930E-003
0.34000000,4.1941362E-003,2.7193823E-003,5.8278514E-003
0.35000000,4.1085987E-003,2.6367502E-003,5.7407771E-003
0.36000000,4.0205779E-003,2.5517293E-003,5.6511692E-003
0.37000000,3.9300733E-003,2.4643202E-003,5.5590268E-003
0.38000000,3.8370844E-003,2.3745234E-003,5.4643489E-003
0.39000000,3.7416109E-003,2.2823395E-003,5.3671344E-003
0.40000000,3.6436522E-003,2.1877690E-003,5.2673823E-003
0.41000000,3.5432078E-003,2.0908126E-003,5.1650916E-003
0.42000000,3.4402773E-003,1.9914709E-003,5.0602609E-003
0.43000000,3.3348600E-003,1.8897445E-003,4.9528892E-003
0.44000000,3.2269553E-003,1.7856341E-003,4.8429750E-003
0.45000000,3.1165627E-003,1.6791402E-003,4.7305173E-003
0.46000000,3.0036814E-003,1.5702636E-003,4.6155144E-003
0.47000000,2.8883108E-003,1.4590050E-003,4.4979651E-003
0.48000000,2.7704503E-003,1.3453650E-003,4.3778678E-003
0.49000000,2.6500990E-003,1.2293443E-003,4.2552210E-003
0.50000000,2.5272561E-003,1.1109437E-003,4.1300231E-003
0.51000000,2.4019209E-003,9.9016397E-004,4.0022723E-003
0.52000000,2.2740925E-003,8.6700578E-004,3.8719670E-003
0.53000000,2.1437699E-003,7.4146992E-004,3.7391052E-003
0.54000000,2.0109523E-003,6.1355717E-004,3.6036852E-003
0.55000000,1.8756386E-003,4.8326833E-004,3.4657049E-003
0.56000000,1.7378278E-003,3.5060420E-004,3.3251622E-003
0.57000000,1.5975189E-003,2.1556560E-004,3.1820551E-003
0.58000000,1.4547107E-003,7.8153377E-005,3.0363814E-003
0.59000000,1.3094020E-003 -6.1631632E-005,2.8881386E-003,
0.60000000,1.1615916E-003 -2.0378856E-004,2.7373245E-003,
0.61000000,1.0112782E-003 -3.4831653E-004,2.5839364E-003,
0.62000000,8.5846047E-004 -4.9521465E-004,2.4279719E-003,
0.63000000,7.0313698E-004 -6.4448201E-004,2.2694282E-003,
0.64000000,5.4530626E-004 -7.9611770E-004,2.1083025E-003,
0.65000000,3.8496679E-004 -9.5012078E-004,1.9445920E-003,
0.66000000,2.2211695E-004 -1.1064903E-003,1.7782935E-003,
0.67000000,5.6755076E-005 -1.2652253E-003,1.6094039E-003,
0.68000000 -1.1112057E-004 -1.4263248E-003,1.4379200E-003,,
0.69000000 -2.8151182E-004 -1.5897878E-003,1.2638383E-003,,
0.70000000 -4.5442057E-004 -1.7556132E-003,1.0871554E-003,,
0.71000000 -6.2984879E-004 -1.9238001E-003,9.0786758E-004,,
0.72000000 -8.0779856E-004 -2.0943475E-003,7.2597099E-004,,
0.73000000 -9.8827201E-004 -2.2672542E-003,5.4146171E-004,,
0.74000000 -1.1712714E-003 -2.4425191E-003,3.5433563E-004,,
0.75000000 -1.3567990E-003 -2.6201412E-003,1.6458849E-004,,
0.76000000 -1.5448574E-003 -2.8001194E-003 -2.7784159E-005,,,
0.77000000 -1.7354490E-003 -2.9824524E-003 -2.2278690E-004,,,
0.78000000 -1.9285764E-003 -3.1671392E-003 -4.2042452E-004,,,
0.79000000 -2.1242425E-003 -3.3541786E-003 -6.2070197E-004,,,
0.80000000 -2.3224500E-003 -3.5435693E-003 -8.2362441E-004,,,
0.81000000 -2.5232020E-003 -3.7353101E-003 -1.0291972E-003,,,
0.82000000 -2.7265016E-003 -3.9293999E-003 -1.2374258E-003,,,
