Rel. Pupil,0.5876
0.00000000,-2.4317009
0.010000000,-2.4313520
0.020000000,-2.4299564
0.030000000,-2.4276302
0.040000000,-2.4243730
0.050000000,-2.4201842
0.060000000,-2.4150633
0.070000000,-2.4090094
0.080000000,-2.4020217
0.090000000,-2.3940989
0.10000000,-2.3852400
0.11000000,-2.3754434
0.12000000,-2.3647077
0.13000000,-2.3530312
0.14000000,-2.3404122
0.15000000,-2.3268485
0.16000000,-2.3123381
0.17000000,-2.2968787
0.18000000,-2.2804680
0.19000000,-2.2631033
0.20000000,-2.2447819
0.21000000,-2.2255009
0.22000000,-2.2052574
0.23000000,-2.1840480
0.24000000,-2.1618696
0.25000000,-2.1387185
0.26000000,-2.1145912
0.27000000,-2.0894838
0.28000000,-2.0633924
0.29000000,-2.0363127
0.30000000,-2.0082406
0.31000000,-1.9791715
0.32000000,-1.9491008
0.33000000,-1.9180238
0.34000000,-1.8859354
0.35000000,-1.8528305
0.36000000,-1.8187037
0.37000000,-1.7835497
0.38000000,-1.7473628
0.39000000,-1.7101370
0.40000000,-1.6718664
0.41000000,-1.6325449
0.42000000,-1.5921659
0.43000000,-1.5507229
0.44000000,-1.5082092
0.45000000,-1.4646178
0.46000000,-1.4199415
0.47000000,-1.3741731
0.48000000,-1.3273049
0.49000000,-1.2793293
0.50000000,-1.2302382
0.51000000,-1.1800235
0.52000000,-1.1286770
0.53000000,-1.0761899
0.54000000,-1.0225535
0.55000000,-0.96775872
0.56000000,-0.91179643
0.57000000,-0.85465713
0.58000000,-0.79633112
0.59000000,-0.73680848
0.60000000,-0.67607905
0.61000000,-0.61413245
0.62000000,-0.55095802
0.63000000,-0.48654487
0.64000000,-0.42088186
0.65000000,-0.35395760
0.66000000,-0.28576043
0.67000000,-0.21627841
0.68000000,-0.14549936
0.69000000,-0.073410805
0.70000000,0.00000000
0.71000000,0.074746089
0.72000000,0.15084078
0.73000000,0.22829770
0.74000000,0.30713076
0.75000000,0.38735418
0.76000000,0.46898249
0.77000000,0.55203056
0.78000000,0.63651355
0.79000000,0.72244698
0.80000000,0.80984668
0.81000000,0.89872884
0.82000000,0.98910999
0.83000000,1.0810070
0.84000000,1.1744372
0.85000000,1.2694182
0.86000000,1.3659679
0.87000000,1.4641048
0.88000000,1.5638477
0.89000000,1.6652157
0.90000000,1.7682285
0.91000000,1.8729061
0.92000000,1.9792689
0.93000000,2.0873379
0.94000000,2.1971343
0.95000000,2.3086800
0.96000000,2.4219973
0.97000000,2.5371088
0.98000000,2.6540379
0.99000000,2.7728083
1.0000000,2.8934442
