Rel. Pupil,0.5580,0.4830,0.6340,0.4330,0.6850
0.00000000,0.098991217,0.044034262,0.17892956,0.060005550,0.23502455
0.010000000,0.098955934,0.044009545,0.17888885,0.059994274,0.23498173
0.020000000,0.098814863,0.043910750,0.17872608,0.059949248,0.23481050
0.030000000,0.098579968,0.043746338,0.17845499,0.059874484,0.23452532
0.040000000,0.098251583,0.043516682,0.17807590,0.059770400,0.23412650
0.050000000,0.097830176,0.043222302,0.17758926,0.059637582,0.23361447
0.060000000,0.097316350,0.042863868,0.17699563,0.059476786,0.23298977
0.070000000,0.096710839,0.042442198,0.17629570,0.059288932,0.23225309
0.080000000,0.096014516,0.041958261,0.17549030,0.059075112,0.23140522
0.090000000,0.095228385,0.041413175,0.17458036,0.058836586,0.23044708
0.10000000,0.094353586,0.040808208,0.17356696,0.058574784,0.22937972
0.11000000,0.093391394,0.040144780,0.17245130,0.058291304,0.22820429
0.12000000,0.092343219,0.039424459,0.17123470,0.057987918,0.22692211
0.13000000,0.091210608,0.038648969,0.16991862,0.057666565,0.22553457
0.14000000,0.089995241,0.037820181,0.16850463,0.057329361,0.22404321
0.15000000,0.088698939,0.036940121,0.16699445,0.056978590,0.22244971
0.16000000,0.087323655,0.036010969,0.16538991,0.056616714,0.22075585
0.17000000,0.085871481,0.035035057,0.16369298,0.056246364,0.21896354
0.18000000,0.084344647,0.034014870,0.16190574,0.055870351,0.21707482
0.19000000,0.082745520,0.032953050,0.16003043,0.055491660,0.21509184
0.20000000,0.081076603,0.031852392,0.15806938,0.055113452,0.21301691
0.21000000,0.079340540,0.030715849,0.15602509,0.054739067,0.21085243
0.22000000,0.077540112,0.029546526,0.15390015,0.054372022,0.20860093
0.23000000,0.075678237,0.028347689,0.15169730,0.054016014,0.20626509
0.24000000,0.073757973,0.027122758,0.14941941,0.053674921,0.20384768
0.25000000,0.071782516,0.025875311,0.14706948,0.053352799,0.20135161
0.26000000,0.069755200,0.024609081,0.14465062,0.053053889,0.19877993
0.27000000,0.067679498,0.023327962,0.14216608,0.052782609,0.19613579
0.28000000,0.065559017,0.022036003,0.13961924,0.052543565,0.19342248
0.29000000,0.063397506,0.020737411,0.13701360,0.052341541,0.19064339
0.30000000,0.061198846,0.019436549,0.13435280,0.052181505,0.18780205
0.31000000,0.058967055,0.018137936,0.13164058,0.052068611,0.18490210
0.32000000,0.056706285,0.016846249,0.12888081,0.052008191,0.18194732
0.33000000,0.054420822,0.015566316,0.12607751,0.052005763,0.17894157
0.34000000,0.052115081,0.014303121,0.12323477,0.052067024,0.17588885
0.35000000,0.049793607,0.013061799,0.12035684,0.052197855,0.17279327
0.36000000,0.047461072,0.011847636,0.11744806,0.052404314,0.16965904
0.37000000,0.045122272,0.010666064,0.11451289,0.052692639,0.16649049
0.38000000,0.042782123,9.5226616E-003,0.11155590,0.053069243,0.16329205
