Rel. Pupil,0.4861,0.5876,0.6563
0.00000000,-0.035781791,-0.016668933,0.038522484
0.010000000,-0.035811089,-0.016699362,0.038492518
0.020000000,-0.035928171,-0.016820972,0.038372758
0.030000000,-0.036122928,-0.017023282,0.038173532
0.040000000,-0.036394789,-0.017305730,0.037895400
0.050000000,-0.036742960,-0.017667535,0.037539144
0.060000000,-0.037166419,-0.018107694,0.037105767
0.070000000,-0.037663927,-0.018624986,0.036596487
0.080000000,-0.038234027,-0.019217978,0.036012739
0.090000000,-0.038875046,-0.019885025,0.035356165
0.10000000,-0.039585103,-0.020624277,0.034628618
0.11000000,-0.040362114,-0.021433683,0.033832147
0.12000000,-0.041203796,-0.022310994,0.032969001
0.13000000,-0.042107673,-0.023253775,0.032041616
0.14000000,-0.043071087,-0.024259406,0.031052614
0.15000000,-0.044091197,-0.025325092,0.030004790
0.16000000,-0.045164998,-0.026447869,0.028901112
0.17000000,-0.046289319,-0.027624614,0.027744704
0.18000000,-0.047460839,-0.028852052,0.026538847
0.19000000,-0.048676095,-0.030126768,0.025286962
0.20000000,-0.049931489,-0.031445211,0.023992603
0.21000000,-0.051223303,-0.032803711,0.022659451
0.22000000,-0.052547706,-0.034198486,0.021291297
0.23000000,-0.053900770,-0.035625652,0.019892036
0.24000000,-0.055278477,-0.037081237,0.018465653
0.25000000,-0.056676734,-0.038561192,0.017016212
0.26000000,-0.058091387,-0.040061403,0.015547844
0.27000000,-0.059518231,-0.041577703,0.014064736
0.28000000,-0.060953026,-0.043105889,0.012571116
0.29000000,-0.062391511,-0.044641729,0.011071240
0.30000000,-0.063829416,-0.046180981,9.5693786E-003
0.31000000,-0.065262480,-0.047719404,8.0698045E-003
0.32000000,-0.066686464,-0.049252776,6.5767771E-003
0.33000000,-0.068097164,-0.050776904,5.0945284E-003
0.34000000,-0.069490431,-0.052287641,3.6272484E-003
0.35000000,-0.070862185,-0.053780904,2.1790704E-003
0.36000000,-0.072208429,-0.055252682,7.5405587E-004
0.37000000,-0.073525267,-0.056699060 -6.4382064E-004,
0.38000000,-0.074808920,-0.058116229 -2.0106869E-003,
0.39000000,-0.076055742,-0.059500502 -3.3427882E-003,
0.40000000,-0.077262236,-0.060848333 -4.6365032E-003,
0.41000000,-0.078425074,-0.062156329 -5.8883588E-003,
0.42000000,-0.079541106,-0.063421268 -7.0950464E-003,
0.43000000,-0.080607386,-0.064640116 -8.2534367E-003,
0.44000000,-0.081621179,-0.065810037 -9.3605953E-003,
0.45000000,-0.082579984,-0.066928418,-0.010413798
0.46000000,-0.083481549,-0.067992874,-0.011410546
0.47000000,-0.084323883,-0.069001270,-0.012348579
0.48000000,-0.085105276,-0.069951736,-0.013225894
0.49000000,-0.085824312,-0.070842675,-0.014040754
0.50000000,-0.086479884,-0.071672784,-0.014791704
0.51000000,-0.087071208,-0.072441064,-0.015477586
0.52000000,-0.087597839,-0.073146837,-0.016097551
0.53000000,-0.088059679,-0.073789749,-0.016651066
0.54000000,-0.088456993,-0.074369792,-0.017137931
0.55000000,-0.088790420,-0.074887309,-0.017558288
0.56000000,-0.089060981,-0.075343002,-0.017912626
0.57000000,-0.089270087,-0.075737945,-0.018201795
0.58000000,-0.089419551,-0.076073588,-0.018427005
0.59000000,-0.089511588,-0.076351760,-0.018589839
0.60000000,-0.089548820,-0.076574676,-0.018692248
0.61000000,-0.089534283,-0.076744936,-0.018736559
0.62000000,-0.089471416,-0.076865527,-0.018725469
0.63000000,-0.089364068,-0.076939815,-0.018662042
0.64000000,-0.089216485,-0.076971542,-0.018549705
0.65000000,-0.089033299,-0.076964814,-0.018392233
0.66000000,-0.088819518,-0.076924086,-0.018193738
0.67000000,-0.088580505,-0.076854149,-0.017958652
0.68000000,-0.088321953,-0.076760101,-0.017691699
0.69000000,-0.088049857,-0.076647322,-0.017397872
0.70000000,-0.087770477,-0.076521436,-0.017082394
0.71000000,-0.087490290,-0.076388272,-0.016750678
0.72000000,-0.087215944,-0.076253812,-0.016408275
0.73000000,-0.086954190,-0.076124129,-0.016060816
0.74000000,-0.086711809,-0.076005321,-0.015713944
0.75000000,-0.086495524,-0.075903424,-0.015373227
0.76000000,-0.086311903,-0.075824320,-0.015044069
0.77000000,-0.086167231,-0.075773618,-0.014731593
0.78000000,-0.086067381,-0.075756530,-0.014440516
0.79000000,-0.086017649,-0.075777715,-0.014174998
0.80000000,-0.086022567,-0.075841108,-0.013938471
0.81000000,-0.086085691,-0.075949709,-0.013733436
0.82000000,-0.086209345,-0.076105358,-0.013561235
0.83000000,-0.086394339,-0.076308455,-0.013421783
0.84000000,-0.086639629,-0.076557651,-0.013313259
0.85000000,-0.086941929,-0.076849484,-0.013231754
0.86000000,-0.087295267,-0.077177957,-0.013170854
0.87000000,-0.087690457,-0.077534056,-0.013121170
0.88000000,-0.088114501,-0.077905185,-0.013069783
0.89000000,-0.088549885,-0.078274511,-0.012999607
0.90000000,-0.088973762,-0.078620213,-0.012888651
0.91000000,-0.089357006,-0.078914594,-0.012709158
0.92000000,-0.089663098,-0.079123060,-0.012426607
0.93000000,-0.089846839,-0.079202928,-0.011998544
0.94000000,-0.089852833,-0.079102020,-0.011373228
0.95000000,-0.089613710,-0.078757039,-0.010488038
0.96000000,-0.089048038,-0.078091646 -9.2676072E-003,
0.97000000,-0.088057867,-0.077014205 -7.6216397E-003,
0.98000000,-0.086525822,-0.075415131 -5.4423270E-003,
0.99000000,-0.084311662,-0.073163744 -2.6013062E-003,
1.0000000,-0.081248187,-0.070104545,1.0539507E-003
