Rel. Pupil,0.4861,0.5876,0.6563
0.00000000 -2.7563765E-004 -4.5603919E-004,0.053952125,,
0.010000000 -2.4332534E-004 -4.2355476E-004,0.053985486,,
0.020000000 -1.1421280E-004 -2.9375979E-004,0.054118785,,
0.030000000,1.0048905E-004 -7.7942129E-005,0.054340435,
0.040000000,4.0005285E-004,2.2313860E-004,0.054649662
0.050000000,7.8346285E-004,6.0842144E-004,0.055045386
0.060000000,1.2494168E-003,1.0765461E-003,0.055526224
0.070000000,1.7963310E-003,1.6258584E-003,0.056090492
0.080000000,2.4223420E-003,2.2544112E-003,0.056736209
0.090000000,3.1253121E-003,2.9599709E-003,0.057461103
0.10000000,3.9028348E-003,3.7400226E-003,0.058262612
0.11000000,4.7522406E-003,4.5917761E-003,0.059137898
0.12000000,5.6706037E-003,5.5121724E-003,0.060083848
0.13000000,6.6547494E-003,6.4978917E-003,0.061097082
0.14000000,7.7012618E-003,7.5453613E-003,0.062173964
0.15000000,8.8064928E-003,8.6507643E-003,0.063310608
0.16000000,9.9665711E-003,9.8100491E-003,0.064502889
0.17000000,0.011177412,0.011018940,0.065746453
0.18000000,0.012434730,0.012272946,0.067036728
0.19000000,0.013734044,0.013567376,0.068368935
0.20000000,0.015070698,0.014897347,0.069738101
0.21000000,0.016439865,0.016257797,0.071139070
0.22000000,0.017836565,0.017643501,0.072566518
0.23000000,0.019255676,0.019049082,0.074014966
0.24000000,0.020691950,0.020469025,0.075478792
0.25000000,0.022140026,0.021897694,0.076952252
0.26000000,0.023594443,0.023329346,0.078429488
0.27000000,0.025049661,0.024758143,0.079904549
0.28000000,0.026500071,0.026178177,0.081371405
0.29000000,0.027940016,0.027583476,0.082823963
0.30000000,0.029363804,0.028968029,0.084256087
0.31000000,0.030765728,0.030325801,0.085661613
0.32000000,0.032140082,0.031650746,0.087034366
0.33000000,0.033481180,0.032936834,0.088368182
0.34000000,0.034783373,0.034178062,0.089656922
0.35000000,0.036041069,0.035368475,0.090894494
0.36000000,0.037248750,0.036502186,0.092074870
0.37000000,0.038400993,0.037573393,0.093192107
0.38000000,0.039492489,0.038576400,0.094240362
0.39000000,0.040518060,0.039505635,0.095213918
0.40000000,0.041472683,0.040355670,0.096107198
0.41000000,0.042351507,0.041121244,0.096914787
0.42000000,0.043149870,0.041797272,0.097631450
0.43000000,0.043863327,0.042378879,0.098252153
0.44000000,0.044487662,0.042861408,0.098772083
0.45000000,0.045018912,0.043240445,0.099186664
0.46000000,0.045453385,0.043511835,0.099491577
0.47000000,0.045787681,0.043671705,0.099682781
0.48000000,0.046018710,0.043716476,0.099756528
0.49000000,0.046143712,0.043642887,0.099709383
0.50000000,0.046160274,0.043448010,0.099538239
0.51000000,0.046066351,0.043129266,0.099240334
0.52000000,0.045860281,0.042684444,0.098813269
0.53000000,0.045540805,0.042111712,0.098255020
0.54000000,0.045107082,0.041409637,0.097563955
0.55000000,0.044558702,0.040577197,0.096738841
0.56000000,0.043895708,0.039613790,0.095778864
0.57000000,0.043118603,0.038519250,0.094683634
0.58000000,0.042228366,0.037293855,0.093453193
0.59000000,0.041226465,0.035938335,0.092088029
0.60000000,0.040114863,0.034453880,0.090589071
0.61000000,0.038896033,0.032842150,0.088957709
0.62000000,0.037572963,0.031105268,0.087195778
0.63000000,0.036149160,0.029245831,0.085305571
0.64000000,0.034628659,0.027266905,0.083289829
0.65000000,0.033016022,0.025172026,0.081151744
0.66000000,0.031316342,0.022965191,0.078894943
0.67000000,0.029535240,0.020650854,0.076523486
0.68000000,0.027678866,0.018233917,0.074041851
0.69000000,0.025753890,0.015719717,0.071454917
0.70000000,0.023767502,0.013114013,0.068767953
0.71000000,0.021727399,0.010422966,0.065986592
0.72000000,0.019641782,7.6531301E-003,0.063116813
0.73000000,0.017519343,4.8114219E-003,0.060164913
0.74000000,0.015369255,1.9051061E-003,0.057137488
0.75000000,0.013201167 -1.0582291E-003,0.054041398,
0.76000000,0.011025185 -4.0706945E-003,0.050883744,
0.77000000,8.8518769E-003 -7.1241220E-003,0.047671836,
0.78000000,6.6922564E-003,-0.010210086,0.044413171
0.79000000,4.5577887E-003,-0.013319920,0.041115403
0.80000000,2.4603932E-003,-0.016444734,0.037786323
0.81000000,4.1245596E-004,-0.019575417,0.034433845
0.82000000 -1.5731476E-003,-0.022702644,0.031065993,
0.83000000 -3.4830173E-003,-0.025816859,0.027690905,
0.84000000 -5.3031762E-003,-0.028908253,0.024316848,
0.85000000 -7.0189985E-003,-0.031966720,0.020952247,
0.86000000 -8.6151120E-003,-0.034981791,0.017605741,
0.87000000,-0.010075269,-0.037942543,0.014286258
0.88000000,-0.011382182,-0.040837470,0.011003135
0.89000000,-0.012517310,-0.043654312,7.7662601E-003
0.90000000,-0.013460594,-0.046379842,4.5862826E-003
0.91000000,-0.014190126,-0.048999580,1.4748663E-003
0.92000000,-0.014681738,-0.051497448 -1.5549790E-003,
0.93000000,-0.014908509,-0.053855331 -4.4884860E-003,
0.94000000,-0.014840146,-0.056052540 -7.3086194E-003,
0.95000000,-0.014442258,-0.058065152 -9.9954465E-003,
0.96000000,-0.013675466,-0.059865228,-0.012525383
0.97000000,-0.012494342,-0.061419829,-0.014870253
0.98000000,-0.010846149,-0.062689884,-0.016996189
0.99000000 -8.6693354E-003,-0.063628804,-0.018862297,
1.0000000 -5.8917587E-003,-0.064180847,-0.020419073,
