Rel. Pupil,0.4861,0.5876,0.6563
0.00000000,-0.17109559,1.1249550E-003,0.17141238
0.010000000,-0.17111605,1.0922297E-003,0.17137518
0.020000000,-0.17119784,9.6137643E-004,0.17122640
0.030000000,-0.17133397,7.4345703E-004,0.17097861
0.040000000,-0.17152418,4.3872505E-004,0.17063204
0.050000000,-0.17176808,4.7536155E-005,0.17018706
0.060000000,-0.17206519 -4.2965229E-004,0.16964409,
0.070000000,-0.17241492 -9.9228088E-004,0.16900370,
0.080000000,-0.17281655 -1.6396879E-003,0.16826652,
0.090000000,-0.17326927 -2.3711093E-003,0.16743330,
0.10000000,-0.17377217 -3.1856777E-003,0.16650489,
0.11000000,-0.17432421 -4.0824230E-003,0.16548224,
0.12000000,-0.17492424 -5.0602712E-003,0.16436639,
0.13000000,-0.17557101 -6.1180441E-003,0.16315849,
0.14000000,-0.17626315 -7.2544592E-003,0.16185980,
0.15000000,-0.17699919 -8.4681284E-003,0.16047167,
0.16000000,-0.17777754 -9.7575583E-003,0.15899556,
0.17000000,-0.17859648,-0.011121149,0.15743303
0.18000000,-0.17945421,-0.012557193,0.15578575
0.19000000,-0.18034879,-0.014063876,0.15405549
0.20000000,-0.18127817,-0.015639275,0.15224413
0.21000000,-0.18224020,-0.017281357,0.15035365
0.22000000,-0.18323257,-0.018987978,0.14838614
0.23000000,-0.18425290,-0.020756885,0.14634381
0.24000000,-0.18529867,-0.022585711,0.14422896
0.25000000,-0.18636723,-0.024471976,0.14204402
0.26000000,-0.18745582,-0.026413088,0.13979152
0.27000000,-0.18856156,-0.028406337,0.13747410
0.28000000,-0.18968143,-0.030448896,0.13509453
0.29000000,-0.19081230,-0.032537824,0.13265567
0.30000000,-0.19195092,-0.034670057,0.13016051
0.31000000,-0.19309388,-0.036842412,0.12761217
0.32000000,-0.19423768,-0.039051585,0.12501387
0.33000000,-0.19537865,-0.041294148,0.12236896
0.34000000,-0.19651301,-0.043566548,0.11968090
0.35000000,-0.19763685,-0.045865106,0.11695329
0.36000000,-0.19874611,-0.048186016,0.11418984
0.37000000,-0.19983659,-0.050525340,0.11139440
0.38000000,-0.20090397,-0.052879011,0.10857094
0.39000000,-0.20194376,-0.055242828,0.10572356
0.40000000,-0.20295135,-0.057612454,0.10285650
0.41000000,-0.20392197,-0.059983416,0.099974118
0.42000000,-0.20485070,-0.062351101,0.097080921
0.43000000,-0.20573248,-0.064710757,0.094181551
0.44000000,-0.20656209,-0.067057484,0.091280789
0.45000000,-0.20733417,-0.069386245,0.088383555
0.46000000,-0.20804317,-0.071691842,0.085494923
0.47000000,-0.20868340,-0.073968937,0.082620105
0.48000000,-0.20924901,-0.076212038,0.079764463
0.49000000,-0.20973398,-0.078415494,0.076933513
0.50000000,-0.21013211,-0.080573498,0.074132925
0.51000000,-0.21043706,-0.082680084,0.071368526
0.52000000,-0.21064227,-0.084729118,0.068646300
0.53000000,-0.21074103,-0.086714303,0.065972398
0.54000000,-0.21072646,-0.088629172,0.063353133
0.55000000,-0.21059146,-0.090467083,0.060794988
0.56000000,-0.21032877,-0.092221223,0.058304616
0.57000000,-0.20993092,-0.093884592,0.055888849
0.58000000,-0.20939027,-0.095450014,0.053554693
0.59000000,-0.20869896,-0.096910124,0.051309339
0.60000000,-0.20784892,-0.098257368,0.049160159
0.61000000,-0.20683189,-0.099483998,0.047114718
0.62000000,-0.20563939,-0.10058207,0.045180773
0.63000000,-0.20426273,-0.10154343,0.043366275
0.64000000,-0.20269299,-0.10235973,0.041679380
0.65000000,-0.20092104,-0.10302241,0.040128445
0.66000000,-0.19893749,-0.10352268,0.038722039
0.67000000,-0.19673275,-0.10385156,0.037468944
0.68000000,-0.19429696,-0.10399981,0.036378160
0.69000000,-0.19162004,-0.10395799,0.035458911
0.70000000,-0.18869164,-0.10371642,0.034720649
0.71000000,-0.18550116,-0.10326516,0.034173059
0.72000000,-0.18203772,-0.10259406,0.033826064
0.73000000,-0.17829021,-0.10169268,0.033689832
0.74000000,-0.17424720,-0.10055036,0.033774782
0.75000000,-0.16989700,-0.099156159,0.034091586
0.76000000,-0.16522764,-0.097498865,0.034651179
0.77000000,-0.16022682,-0.095566999,0.035464764
0.78000000,-0.15488196,-0.093348796,0.036543820
0.79000000,-0.14918018,-0.090832204,0.037900103
0.80000000,-0.14310825,-0.088004872,0.039545662
0.81000000,-0.13665264,-0.084854149,0.041492838
0.82000000,-0.12979945,-0.081367070,0.043754278
0.83000000,-0.12253447,-0.077530352,0.046342938
0.84000000,-0.11484311,-0.073330382,0.049272092
0.85000000,-0.10671043,-0.068753213,0.052555344
0.86000000,-0.098121111,-0.063784551,0.056206631
0.87000000,-0.089059445,-0.058409748,0.060240237
0.88000000,-0.079509334,-0.052613789,0.064670801
0.89000000,-0.069454270,-0.046381288,0.069513323
0.90000000,-0.058877327,-0.039696470,0.074783181
0.91000000,-0.047761149,-0.032543166,0.080496136
0.92000000,-0.036087934,-0.024904799,0.086668345
0.93000000,-0.023839426,-0.016764371,0.093316372
0.94000000,-0.010996897 -8.1044544E-003,0.10045720,
0.95000000,2.4588667E-003,1.0928252E-003,0.10810825
0.96000000,0.016547578,0.010845799,0.11628737
0.97000000,0.031289452,0.021173262,0.12501288
0.98000000,0.046705282,0.032094527,0.13430358
0.99000000,0.062816363,0.043629375,0.14417874
1.0000000,0.079644571,0.055798117,0.15465814
